   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28
          10 1.5930e-004 6.2248e-002 4.0717e-001 3.0118e+000 2.7335e+000 2.6591e+002 1.5663e+004 2.3466e+005 1.9488e+006 9.7232e+005 3.1467e+005 5.6032e+005 3.8974e+006 6.6266e+006 3.8964e+006 7.4762e+005 1.7952e+004 2.0351e+002 1.0250e+002 3.8213e+001 1.4455e-001 5.1890e+000 7.0892e+000 6.0390e+000 3.7094e+000 1.8436e+000 8.6153e-001 4.0638e-001 1.8557e-001
          11 2.0057e-003 5.5922e-002 1.2826e-001 1.7772e+000 3.6963e+000 7.9667e+000 3.1397e+003 6.1777e+004 7.0933e+005 2.4175e+006 3.5016e+002 8.4182e+001 2.6716e+004 2.8230e+006 8.5729e+006 6.5708e+006 1.3466e+006 2.3159e+004 5.4176e+002 1.9386e+002 1.1779e+002 1.1630e+001 2.7240e-001 2.9202e-001 8.6064e-001 7.9238e-001 4.9057e-001 2.6425e-001 1.2846e-001
          12 2.9178e-003 5.6709e-002 3.5442e-002 7.8275e-001 3.0347e+000 1.0768e+000 4.1115e+002 1.7398e+004 1.9673e+005 1.6345e+006 1.0557e+006 2.6608e+005 3.3880e+005 4.2590e+005 9.8599e+005 8.8983e+006 9.3518e+006 2.0313e+006 2.2429e+004 8.5498e+002 2.2861e+002 2.2190e+002 8.5777e+001 3.2396e+001 1.2239e+001 4.4720e+000 1.7434e+000 7.4511e-001 3.2364e-001
          13 6.4079e-004 3.1809e-002 9.2691e-003 2.1957e-001 2.2719e+000 3.6909e+000 2.7592e+001 4.5485e+003 5.9303e+004 6.1888e+005 2.0248e+006 8.2440e+003 4.1049e+004 3.3564e+005 1.5246e+006 1.9284e+004 7.7324e+006 1.1956e+007 2.7905e+006 1.4992e+004 1.5090e+003 2.5298e+002 1.9018e+002 9.1387e+001 4.6055e+001 2.3057e+001 1.1185e+001 5.4147e+000 2.5076e+000
          14 7.8182e-005 3.6612e-003 1.9318e-003 2.7497e-002 1.4018e+000 4.9293e+000 7.4948e-002 9.3123e+002 2.1250e+004 1.8760e+005 1.4667e+006 7.6816e+005 1.7842e+005 1.2490e+005 5.2630e+003 1.8957e+006 4.7545e+005 5.6547e+006 1.4295e+007 3.5476e+006 3.1154e+003 1.4641e+003 3.0390e+002 2.0396e+002 1.0273e+002 4.7162e+001 2.1773e+001 1.0304e+001 4.7238e+000
          15 6.8613e-004 4.6201e-003 4.9813e-005 2.5382e-005 6.9774e-001 4.9073e+000 1.5915e+000 1.2534e+002 7.8635e+003 6.1277e+004 6.6006e+005 1.4843e+006 1.1314e+002 4.0128e+004 3.0371e+005 3.4402e+005 1.1281e+006 1.8208e+006 3.3663e+006 1.6333e+007 4.3105e+006 2.0306e+003 7.3386e+002 3.0797e+002 1.5405e+002 6.4898e+001 2.7594e+001 1.2433e+001 5.5578e+000
          16 5.5365e-004 2.6914e-002 5.3767e-004 5.8097e-003 3.1583e-001 3.6553e+000 3.4361e+000 6.7108e+000 2.6688e+003 2.5645e+004 2.3888e+005 1.3092e+006 2.8917e+005 1.2864e+005 8.8038e+004 4.7034e+004 1.0364e+006 1.6183e+005 2.9968e+006 1.4286e+006 1.8045e+007 4.9755e+006 4.0011e+004 4.7700e+002 2.8525e-001 2.3529e+001 1.9690e+001 1.1232e+001 5.5302e+000
          17 8.7841e-005 4.4838e-002 2.2143e-003 8.5065e-003 1.5232e-001 2.1335e+000 4.1873e+000 3.2277e-001 7.8926e+002 1.2854e+004 8.4424e+004 7.9565e+005 6.9591e+005 3.1534e+004 2.8418e+003 2.0218e+005 1.5337e+005 9.3703e+005 1.4024e+005 3.1207e+006 2.6777e+005 1.9338e+007 5.4767e+006 1.5924e+005 1.4183e+004 2.5499e+003 6.8545e+002 2.4262e+002 9.6145e+001
          18 3.5472e-005 4.7102e-002 3.8488e-003 7.1606e-003 8.5758e-002 1.0691e+000 3.7881e+000 1.9420e+000 2.0494e+002 6.7728e+003 3.3700e+004 4.0342e+005 7.7798e+005 5.6641e+003 4.8770e+004 1.1802e+005 4.0064e+003 6.3644e+005 1.8181e+005 9.7491e+005 2.0982e+006 1.6857e+004 2.0335e+007 5.5122e+006 3.9893e+005 7.0362e+004 2.1078e+004 8.0771e+003 3.3434e+003
          19 2.5941e-004 3.7812e-002 4.4263e-003 4.8233e-003 5.3282e-002 4.9919e-001 2.7664e+000 1.9199e+000 4.7882e+001 3.4840e+003 1.5572e+004 1.8964e+005 6.0931e+005 5.8334e+004 5.2914e+004 3.1295e+004 5.6704e+004 2.2482e+005 4.0674e+005 9.2485e+004 1.4096e+006 7.4159e+005 4.1036e+005 2.1162e+007 4.6652e+006 6.9347e+005 1.8263e+005 6.6965e+004 2.7272e+004
          20 4.0142e-004 2.6349e-002 3.9732e-003 2.9921e-003 3.4359e-002 2.3996e-001 1.8063e+000 1.3584e+000 1.1077e+001 1.8046e+003 8.1656e+003 9.1394e+004 4.0647e+005 9.0548e+004 3.2503e+004 4.2244e+003 6.4939e+004 5.8849e+004 3.3920e+005 1.5963e+003 6.1597e+005 8.6068e+005 4.5763e+004 8.3590e+005 2.2259e+007 2.1819e+006 7.5116e+005 2.7841e+005 1.1287e+005
          21 4.1730e-004 1.8011e-002 3.2348e-003 1.8996e-003 2.3213e-002 1.2839e-001 1.1803e+000 9.1598e-001 2.7561e+000 1.0082e+003 4.8284e+003 4.8819e+004 2.6701e+005 9.1946e+004 1.7275e+004 6.6276e+001 5.0629e+004 1.3473e+004 2.2873e+005 2.9714e+004 2.5412e+005 6.3436e+005 1.9126e+005 6.0318e+004 6.1083e+005 2.3704e+007 1.5443e+003 1.1765e+005 7.9238e+004
          22 3.6940e-004 1.2347e-002 2.5098e-003 1.2405e-003 1.6050e-002 7.4639e-002 7.8374e-001 6.1959e-001 6.9994e-001 5.9902e+002 3.0583e+003 2.8260e+004 1.7728e+005 7.9470e+004 8.9246e+003 3.4236e+002 3.5501e+004 2.4295e+003 1.4719e+005 4.4851e+004 1.0758e+005 4.2003e+005 2.2085e+005 2.1173e+001 1.7900e+005 7.9473e+003 2.1008e+007 2.1488e+006 4.1045e+005
          23 2.7112e-004 7.7249e-003 1.7089e-003 7.5206e-004 1.0168e-002 4.1936e-002 4.7976e-001 3.8419e-001 1.6322e-001 3.3961e+002 1.8312e+003 1.5797e+004 1.0835e+005 5.7235e+004 4.2969e+003 7.5989e+002 2.1924e+004 2.2361e+002 8.6138e+004 4.0035e+004 4.4394e+004 2.4763e+005 1.7234e+005 9.6624e+003 4.4780e+004 1.4865e+005 2.7169e+006 1.1189e+007 3.1605e+006
          24 1.3493e-004 3.5249e-003 8.1854e-004 3.3725e-004 4.6833e-003 1.8031e-002 2.1621e-001 1.7450e-001 3.2603e-002 1.4640e+002 8.1766e+002 6.7662e+003 4.8756e+004 2.8156e+004 1.6319e+003 5.4881e+002 9.8336e+003 1.3144e+000 3.7513e+004 2.1494e+004 1.5262e+004 1.0789e+005 8.6365e+004 9.7347e+003 9.3122e+003 4.3509e+004 1.0947e+005 9.9413e+006 5.0862e+006
