   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33
          10 4.2104e-002 1.3600e+000 4.5816e+001 6.7303e+002 8.2491e+003 6.9399e+004 3.8963e+005 1.4962e+006 3.4444e+006 3.1806e+006 1.1704e+004 1.1189e+007 4.0914e+006 8.8870e+004 1.0928e+003 1.4214e+001 8.4313e-001 2.3459e-001 6.8845e-002 6.3609e-002 4.4904e-003 1.4712e-002 1.6927e-003 2.4416e-003 4.1271e-003 2.0997e-003 7.5408e-004 2.6255e-004 1.1991e-004 7.9522e-005 5.2042e-005 3.2951e-005 2.0276e-005 1.2227e-005
          11 2.2591e-001 8.3443e-002 6.5273e+000 1.3129e+002 1.9266e+003 1.8075e+004 1.1882e+005 5.4918e+005 1.7592e+006 3.3518e+006 2.3585e+006 1.6822e+005 1.0712e+007 4.6120e+006 9.3894e+004 2.5256e+003 1.3607e+001 3.2341e+000 2.9016e-001 9.1917e-002 2.0168e-002 1.1466e-002 3.3613e-004 5.3288e-005 2.7233e-003 3.4570e-003 2.0823e-003 9.8008e-004 5.3152e-004 4.0159e-004 2.9409e-004 2.0400e-004 1.3446e-004 8.5077e-005
          12 2.9083e-001 1.6997e-001 4.5479e-002 2.0837e+001 4.9290e+002 4.7477e+003 3.4434e+004 1.8768e+005 7.2895e+005 1.9699e+006 3.1247e+006 1.6304e+006 4.4624e+005 1.0193e+007 5.0999e+006 8.8927e+004 5.3879e+003 2.8300e+000 7.1069e+000 7.5922e-001 2.1323e-003 3.9128e-002 1.2364e-002 2.6981e-003 5.4165e-003 1.4209e-003 1.1734e-004 3.5545e-008 8.3290e-006 2.0223e-005 2.8208e-005 2.9250e-005 2.4899e-005 1.8505e-005
          13 1.6612e-001 3.5516e-001 2.7054e-002 4.0220e+000 1.0502e+002 1.2291e+003 1.0133e+004 6.1155e+004 2.7699e+005 9.1548e+005 2.1114e+006 2.7891e+006 1.0264e+006 7.7435e+005 9.6832e+006 5.5350e+006 7.1308e+004 1.0715e+004 1.1540e+001 1.7112e+001 1.6685e+000 2.0839e-002 7.8625e-003 3.1831e-003 1.9330e-004 3.1992e-006 5.6969e-006 1.1196e-005 1.1948e-005 1.4152e-005 1.4692e-005 1.3213e-005 1.0455e-005 7.4735e-006
          14 9.9647e-003 2.0053e-002 1.1063e-002 2.0227e+000 1.6256e+001 2.9669e+002 3.0918e+003 1.9949e+004 9.9790e+004 3.8688e+005 1.0982e+006 2.1642e+006 2.3751e+006 5.6727e+005 1.0899e+006 9.2499e+006 5.8895e+006 4.0938e+004 1.9148e+004 2.3229e+002 2.0073e+001 7.4606e+000 3.3638e-001 1.3335e-002 9.0290e-003 7.8651e-003 4.7592e-003 2.4142e-003 1.3970e-003 1.1191e-003 8.6676e-004 6.3115e-004 4.3212e-004 2.8099e-004
          15 6.6331e-002 4.3624e-001 2.4697e-004 1.0081e+000 3.1662e+000 7.4357e+001 8.8743e+002 6.5571e+003 3.5910e+004 1.5375e+005 5.1115e+005 1.2577e+006 2.1274e+006 1.9213e+006 2.5182e+005 1.3411e+006 8.9521e+006 6.1192e+006 9.4134e+003 2.9544e+004 1.3419e+003 2.5793e-001 2.2605e+001 5.1643e+000 5.7213e-001 7.3445e-002 1.4877e-002 4.1812e-003 1.7336e-003 1.0724e-003 6.5952e-004 3.9538e-004 2.3260e-004 1.3557e-004
          16 2.5175e-001 1.3621e+000 9.1537e-002 9.8692e-002 9.8524e-001 2.2590e+001 2.3984e+002 2.0916e+003 1.3125e+004 6.0546e+004 2.2300e+005 6.4424e+005 1.3812e+006 2.0039e+006 1.4682e+006 7.1762e+004 1.4861e+006 8.8534e+006 6.1532e+006 3.5083e+003 3.7998e+004 4.7773e+003 1.2923e+002 4.6883e+000 9.6135e+000 4.7540e+000 1.9781e+000 8.2276e-001 4.2931e-001 3.1958e-001 2.3318e-001 1.6218e-001 1.0742e-001 6.8307e-002
          17 2.9619e-001 1.2012e+000 1.4024e-001 9.1281e-002 6.6817e-002 6.9192e+000 7.0909e+001 6.7347e+002 4.7320e+003 2.4129e+004 9.5911e+004 3.0836e+005 7.7584e+005 1.4476e+006 1.8035e+006 1.0518e+006 3.7534e+003 1.5037e+006 9.0009e+006 5.9058e+006 8.3196e+004 3.4771e+004 1.2759e+004 1.5355e+003 9.3158e+001 1.0106e+000 8.6077e-001 1.1518e+000 8.9013e-001 8.3418e-001 7.1789e-001 5.6066e-001 4.0161e-001 2.6866e-001
          18 1.6176e-001 3.7642e-001 1.2027e-002 3.5417e-001 1.1444e-001 1.3586e+000 2.2466e+001 2.3892e+002 1.7021e+003 9.4659e+003 4.1489e+004 1.4382e+005 4.0278e+005 8.9100e+005 1.4478e+006 1.5367e+006 6.8894e+005 1.2710e+004 1.3785e+006 9.4959e+006 5.2136e+006 3.4813e+005 1.0010e+004 2.0407e+004 7.0047e+003 1.7626e+003 4.5829e+002 1.4049e+002 6.1246e+001 3.9750e+001 2.5782e+001 1.6313e+001 1.0072e+001 6.0997e+000
          19 2.6530e-002 2.8316e-003 4.7019e-002 3.9902e-001 1.7355e-001 6.9266e-002 5.4943e+000 9.0232e+001 6.4223e+002 3.7348e+003 1.7950e+004 6.7058e+004 2.0405e+005 5.0360e+005 9.7760e+005 1.3833e+006 1.2414e+006 4.1071e+005 6.7439e+004 1.1017e+006 1.0378e+007 3.9001e+006 8.8198e+005 1.4677e+004 8.5653e+003 1.0403e+004 5.5309e+003 2.4897e+003 1.3368e+003 1.0106e+003 7.4455e+002 5.2086e+002 3.4617e+002 2.2053e+002
          20 6.9254e-003 1.2853e-001 1.1103e-001 3.2583e-001 4.2482e-003 1.9427e-002 6.7563e-001 3.0390e+001 2.4770e+002 1.5583e+003 7.7779e+003 3.1162e+004 1.0237e+005 2.7413e+005 5.9658e+005 1.0133e+006 1.2487e+006 9.3743e+005 2.1424e+005 1.3956e+005 6.9220e+005 1.1592e+007 2.0021e+006 1.4912e+006 2.4183e+005 1.9589e+004 4.4817e+002 8.9311e+001 2.3647e+002 3.3922e+002 3.7076e+002 3.3441e+002 2.6161e+002 1.8466e+002
          21 7.5235e-002 3.1498e-001 3.2688e-002 2.4488e-001 1.0082e-001 6.3929e-002 4.6186e-002 8.0699e+000 9.2016e+001 6.9917e+002 3.5046e+003 1.4763e+004 5.1659e+004 1.4867e+005 3.5001e+005 6.7241e+005 1.0010e+006 1.0624e+006 6.6040e+005 9.0114e+004 2.1307e+005 2.4200e+005 1.2661e+007 2.4948e+005 1.3826e+006 6.7656e+005 2.3699e+005 8.3700e+004 3.9103e+004 2.6596e+004 1.7892e+004 1.1632e+004 7.3188e+003 4.4882e+003
          22 1.5018e-001 3.6428e-001 1.4694e-002 1.6241e-001 1.9487e-001 7.4090e-002 6.1750e-002 1.6842e+000 3.2334e+001 3.1569e+002 1.6446e+003 7.2206e+003 2.6407e+004 8.0227e+004 2.0256e+005 4.2360e+005 7.1087e+005 9.2767e+005 8.4492e+005 4.2141e+005 2.8118e+004 2.8924e+005 3.3891e+000 1.2207e+007 5.3435e+005 2.0883e+005 3.6460e+005 2.3127e+005 1.4297e+005 1.1800e+005 9.2761e+004 6.7964e+004 4.6614e+004 3.0310e+004
          23 1.8323e-001 3.1505e-001 1.6896e-001 7.9439e-002 7.9085e-002 7.5946e-002 2.2649e-001 3.4912e-001 1.1972e+001 1.3647e+002 7.9010e+002 3.6718e+003 1.3876e+004 4.3678e+004 1.1722e+005 2.6129e+005 4.7873e+005 7.0842e+005 8.0317e+005 6.1848e+005 2.4308e+005 4.4418e+003 4.0155e+005 4.1209e+005 8.2040e+006 3.1187e+006 5.4265e+005 8.1556e+004 1.6044e+004 3.3977e+003 1.8131e+002 1.5461e+002 5.8106e+002 7.1875e+002
          24 1.7048e-001 2.3785e-001 3.4137e-001 1.9325e-002 4.0341e-004 6.8445e-002 3.4561e-001 1.0963e-001 5.4028e+000 5.6326e+001 3.7990e+002 1.9097e+003 7.4507e+003 2.4210e+004 6.7912e+004 1.5927e+005 3.1284e+005 5.0350e+005 6.5232e+005 6.3430e+005 4.0517e+005 1.2190e+005 9.5720e+001 6.3612e+005 1.5751e+006 1.9349e+006 2.5359e+006 1.3495e+006 7.4579e+005 5.6254e+005 4.0809e+005 2.7977e+005 1.8242e+005 1.1447e+005
          25 1.3171e-001 1.6739e-001 3.8234e-001 7.6540e-006 9.0662e-002 4.7995e-002 2.6514e-001 5.6022e-002 3.0523e+000 2.3367e+001 1.8405e+002 1.0056e+003 4.0588e+003 1.3704e+004 3.9560e+004 9.6483e+004 1.9955e+005 3.4238e+005 4.8431e+005 5.3929e+005 4.4241e+005 2.3124e+005 5.1772e+004 1.2646e+001 1.0805e+006 1.7099e+006 8.0304e+004 5.1272e+004 1.1570e+005 1.6351e+005 1.7820e+005 1.6043e+005 1.2523e+005 8.8206e+004
          26 8.8008e-002 1.1135e-001 3.0035e-001 9.5574e-003 2.1857e-001 2.4339e-002 1.1379e-001 3.2042e-002 1.9024e+000 1.0353e+001 9.1627e+001 5.3386e+002 2.2261e+003 7.8321e+003 2.3065e+004 5.7857e+004 1.2397e+005 2.2324e+005 3.3580e+005 4.0721e+005 3.8486e+005 2.6151e+005 1.0803e+005 2.1244e+004 7.5060e+001 1.2043e+006 1.2523e+005 3.0433e+005 1.9663e+005 1.4232e+005 9.0862e+004 5.2771e+004 2.9184e+004 1.5947e+004
          27 5.1984e-002 6.8843e-002 1.8397e-001 2.1708e-002 2.5303e-001 8.7432e-003 2.6295e-002 1.6320e-002 1.1440e+000 4.9544e+000 4.6791e+001 2.8204e+002 1.2082e+003 4.3999e+003 1.3160e+004 3.3650e+004 7.3808e+004 1.3741e+005 2.1546e+005 2.7626e+005 2.8407e+005 2.2085e+005 1.2023e+005 3.6180e+004 2.0473e+004 3.8478e+004 1.5011e+005 2.0319e+005 4.3517e+004 4.9241e+003 5.8070e+002 5.4604e+003 8.1826e+003 7.7057e+003
          28 3.1153e-002 4.3863e-002 1.0693e-001 2.6346e-002 2.2701e-001 2.4890e-003 2.2335e-003 8.2169e-003 7.0735e-001 2.7496e+000 2.6740e+001 1.6296e+002 7.1223e+002 2.6577e+003 8.0472e+003 2.0847e+004 4.6447e+004 8.8375e+004 1.4236e+005 1.8934e+005 2.0506e+005 1.7220e+005 1.0753e+005 4.2877e+004 1.1295e+004 7.2004e+004 7.4543e+005 2.1567e+005 4.3401e+002 2.3255e+004 4.2153e+004 3.8065e+004 2.6515e+004 1.6543e+004
          29 2.0384e-002 3.0601e-002 6.5500e-002 2.7622e-002 1.9672e-001 4.6948e-004 5.5309e-004 4.4338e-003 4.7577e-001 1.7835e+000 1.7566e+001 1.0695e+002 4.7486e+002 1.8026e+003 5.5139e+003 1.4427e+004 3.2520e+004 6.2834e+004 1.0315e+005 1.4083e+005 1.5803e+005 1.3981e+005 9.4724e+004 4.4690e+004 1.1825e+004 1.7437e+004 2.3579e+005 2.7053e+006 1.1966e+004 1.1648e+005 7.3757e+004 2.6775e+004 7.5420e+003 1.8608e+003
          30 1.3584e-002 2.1709e-002 3.9962e-002 2.6145e-002 1.6216e-001 6.2115e-006 4.5347e-003 2.4146e-003 3.2404e-001 1.2213e+000 1.2091e+001 7.3122e+001 3.2880e+002 1.2636e+003 3.8983e+003 1.0283e+004 2.3391e+004 4.5715e+004 7.6106e+004 1.0597e+005 1.2202e+005 1.1215e+005 8.0235e+004 4.1991e+004 1.3342e+004 7.6655e+003 8.0870e+003 1.6845e+006 3.2675e+006 8.5671e+005 6.6186e+004 1.0302e+003 1.4560e+004 1.6852e+004
          31 8.9916e-003 1.5216e-002 2.3941e-002 2.2625e-002 1.2647e-001 9.2664e-005 8.1929e-003 1.3133e-003 2.1804e-001 8.4505e-001 8.3811e+000 5.0233e+001 2.2818e+002 8.8451e+002 2.7478e+003 7.2951e+003 1.6714e+004 3.2948e+004 5.5424e+004 7.8318e+004 9.1901e+004 8.6880e+004 6.4552e+004 3.6102e+004 1.3330e+004 4.4690e+003 1.6142e+004 1.7738e+005 6.0184e+006 7.6995e+005 1.3659e+006 6.6714e+005 2.5271e+005 9.3878e+004
          32 5.7948e-003 1.0293e-002 1.3969e-002 1.7826e-002 9.2246e-002 2.5310e-004 9.4342e-003 7.1032e-004 1.4219e-001 5.7122e-001 5.6683e+000 3.3677e+001 1.5417e+002 6.0111e+002 1.8775e+003 5.0099e+003 1.1540e+004 2.2893e+004 3.8799e+004 5.5419e+004 6.5912e+004 6.3587e+004 4.8500e+004 2.8325e+004 1.1565e+004 3.0464e+003 8.1347e+003 2.9715e+004 1.8664e+006 8.7826e+006 1.5358e+004 4.1060e+005 4.7231e+005 3.2419e+005
          33 3.4975e-003 6.4472e-003 7.7355e-003 1.2399e-002 6.0788e-002 3.0142e-004 8.1282e-003 3.7288e-004 8.6508e-002 3.5935e-001 3.5664e+000 2.1038e+001 9.6844e+001 3.7902e+002 1.1884e+003 3.1826e+003 7.3591e+003 1.4662e+004 2.4977e+004 3.5939e+004 4.3135e+004 4.2189e+004 3.2744e+004 1.9659e+004 8.5464e+003 2.1076e+003 3.6711e+003 7.4539e+003 4.9640e+004 3.7973e+006 1.0145e+007 2.7716e+005 9.8244e+003 6.7151e+004
          34 1.7643e-003 3.3316e-003 3.6715e-003 6.8264e-003 3.2378e-002 2.1557e-004 5.0216e-003 1.7140e-004 4.3848e-002 1.8656e-001 1.8516e+000 1.0871e+001 5.0214e+001 1.9695e+002 6.1898e+002 1.6615e+003 3.8507e+003 7.6917e+003 1.3144e+004 1.8997e+004 2.2924e+004 2.2606e+004 1.7726e+004 1.0814e+004 4.8694e+003 1.1987e+003 1.5977e+003 2.3609e+003 1.4156e+004 1.2131e+004 3.3942e+006 1.2187e+007 2.7481e+004 2.7713e+003
