   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33
          10 2.4277e-002 5.2357e+000 4.0216e-001 3.3293e+003 2.0258e+001 2.1140e+005 3.7089e+004 1.3259e+006 2.0807e+006 8.2371e+004 4.3851e+005 1.8432e+005 2.8970e+004 1.1280e+005 1.5405e+004 1.2769e+002 8.2076e+003 4.6935e+003 1.7021e+002 7.0860e+002 1.4209e+003 8.6430e+002 2.2921e+002 1.0754e+001 1.2663e+001 3.6520e+001 3.4548e+001 2.1794e+001 1.4076e+001 1.2168e+001 1.0014e+001 7.6338e+000 5.3992e+000 3.5882e+000
          11 4.1588e-003 1.0724e+001 1.1511e+002 4.1391e+003 6.0551e+003 1.1183e+005 2.4397e+004 2.6252e+005 1.7291e+006 1.2352e+006 2.1148e+003 3.7545e+005 1.1885e+005 4.9014e+004 1.0768e+005 1.6807e+004 1.2453e+003 4.1427e+003 6.3010e+003 2.1405e+003 3.6844e+001 4.1637e+002 8.7364e+002 7.5047e+002 4.3593e+002 2.0498e+002 8.6941e+001 3.6166e+001 1.8738e+001 1.3823e+001 9.9827e+000 6.8746e+000 4.5161e+000 2.8539e+000
          12 1.4665e-002 1.1739e+000 2.2683e+000 1.6652e+002 7.7583e+002 3.1695e+002 1.1867e+005 3.0574e+004 5.2047e+005 1.7480e+006 7.4568e+005 2.0197e+004 3.7410e+005 7.7552e+004 5.5704e+004 1.2905e+005 1.3956e+004 2.7568e+003 2.6484e+003 6.2978e+003 3.6022e+003 6.5904e+002 6.8411e+000 3.1910e+002 4.9497e+002 4.1571e+002 2.5765e+002 1.3474e+002 7.9493e+001 6.4623e+001 5.0669e+001 3.7252e+001 2.5682e+001 1.6778e+001
          13 1.3416e-001 2.4524e+000 1.0952e+002 1.2293e+003 1.4683e+004 2.8679e+004 1.2707e+005 2.4953e+004 6.2005e+004 1.0022e+006 1.5287e+006 2.9415e+005 8.9127e+004 3.0099e+005 3.4007e+004 7.3670e+004 1.3908e+005 6.7470e+003 5.1987e+003 4.8486e+002 3.3415e+003 3.2847e+003 1.6188e+003 4.1639e+002 3.7131e+001 1.8449e+000 1.4771e+001 1.4531e+001 1.1145e+001 1.0701e+001 9.5098e+000 7.6567e+000 5.6204e+000 3.8267e+000
          14 1.3396e-001 4.7308e+000 1.3960e+002 1.4882e+003 1.0598e+004 1.5000e+004 2.5589e+004 5.5504e+004 1.1062e+004 2.7739e+005 1.2162e+006 1.0155e+006 8.3974e+004 1.2996e+005 2.3399e+005 1.6533e+004 1.1314e+005 1.7200e+005 2.6712e+003 1.0608e+004 4.3667e+001 1.3184e+003 2.6506e+003 2.3386e+003 1.3686e+003 6.4873e+002 2.7862e+002 1.1723e+002 6.1219e+001 4.5457e+001 3.3024e+001 2.2856e+001 1.5073e+001 9.5513e+000
          15 1.6380e-002 7.1562e-001 1.4051e+001 7.3336e+001 1.6789e+002 1.2831e+003 3.9934e+003 5.8644e+004 2.8168e+004 3.7089e+004 5.1576e+005 1.1989e+006 6.1619e+005 6.1890e+003 1.7383e+005 1.8616e+005 4.0903e+003 1.5886e+005 2.5072e+005 5.4349e+001 1.6490e+004 4.0885e+002 2.9605e+002 1.3240e+003 1.6856e+003 1.2690e+003 7.3274e+002 3.6852e+002 2.1303e+002 1.7072e+002 1.3232e+002 9.6438e+001 6.6074e+001 4.2988e+001
          16 2.3064e-002 7.0223e-001 2.7950e+001 5.0132e+002 4.2183e+003 2.2438e+004 2.8329e+004 2.5555e+004 6.0105e+004 4.8334e+003 1.2679e+005 8.0111e+005 9.7704e+005 2.5073e+005 1.3957e+004 1.8264e+005 1.1834e+005 1.8406e+002 2.3970e+005 4.0676e+005 1.9621e+004 3.1352e+004 2.0243e+002 8.8110e+001 1.7101e+002 4.2656e+002 3.5223e+002 2.0725e+002 1.2960e+002 1.0975e+002 8.8959e+001 6.7102e+001 4.7127e+001 3.1179e+001
          17 8.5974e-002 2.4607e+000 7.8002e+001 1.0508e+003 6.9509e+003 2.3714e+004 1.9511e+004 2.8536e+003 5.3898e+004 5.2807e+003 1.9683e+004 3.3048e+005 7.6388e+005 4.7737e+005 3.7229e+004 5.3603e+004 1.3108e+005 4.8917e+004 3.4498e+003 3.6591e+005 8.3539e+005 2.7768e+005 2.4142e+005 7.4317e+004 9.8633e+004 5.3074e+004 3.7377e+003 1.0689e+003 2.4437e+002 7.1243e+001 1.5826e+001 2.1299e+000 4.2243e-002 1.0570e-001
          18 2.5422e-003 7.0927e-002 2.2209e+000 2.9273e+001 1.8916e+002 6.1884e+002 4.7489e+002 4.6565e+001 1.4186e+003 1.6622e+002 4.2020e+002 7.9795e+003 2.0064e+004 1.3762e+004 1.4652e+003 1.1180e+003 3.4710e+003 1.6316e+003 6.8731e+001 6.5378e+003 4.6608e+003 1.3017e+004 1.4808e+005 1.0672e+006 4.7654e+006 1.0221e+007 3.0385e+006 2.8042e+005 3.7976e+004 6.2308e+003 3.3468e+002 1.0662e+002 4.4138e+002 5.1601e+002
          19 4.7241e-003 1.2455e-001 3.8286e+000 4.8584e+001 3.0079e+002 9.1214e+002 6.0388e+002 1.8214e+001 2.1576e+003 3.6303e+002 4.5006e+002 1.0464e+004 3.0768e+004 2.4860e+004 4.1136e+003 9.6829e+002 5.3164e+003 3.5223e+003 3.7166e+000 3.3661e+003 3.3050e+003 1.4240e+005 5.4439e+005 1.5578e+006 1.4669e+006 7.3165e+005 1.3005e+007 5.4610e+005 4.8516e+005 3.4036e+005 2.0866e+005 1.1951e+005 6.6756e+004 3.7267e+004
          20 1.0666e-002 2.6797e-001 8.1504e+000 1.0075e+002 6.0469e+002 1.7360e+003 1.0125e+003 3.3445e+000 4.2548e+003 9.3961e+002 7.2049e+002 1.8734e+004 6.1663e+004 5.5688e+004 1.1788e+004 1.0567e+003 1.0503e+004 8.5283e+003 9.6107e+001 1.9387e+003 2.9030e+004 3.2635e+005 6.5805e+005 8.0631e+005 1.9185e+004 1.0126e+006 1.3034e+006 1.2346e+007 6.7603e+005 3.8455e+004 2.9012e+003 2.0857e+004 2.5915e+004 2.1566e+004
          21 1.1641e-002 2.8270e-001 8.5504e+000 1.0398e+002 6.1165e+002 1.6949e+003 9.0125e+002 6.6250e-001 4.2735e+003 1.1225e+003 6.5051e+002 1.7787e+004 6.2863e+004 6.0752e+004 1.4707e+004 6.2430e+002 1.0545e+004 9.6278e+003 3.5546e+002 5.8390e+002 4.2405e+004 2.9212e+005 3.4541e+005 1.5176e+005 1.2874e+005 2.7885e+005 4.7069e+005 4.1136e+006 7.2791e+006 1.3210e+006 5.8155e+005 1.9352e+005 6.9216e+004 2.7898e+004
          22 5.5745e-003 1.3297e-001 4.0115e+000 4.8383e+001 2.8174e+002 7.6672e+002 3.8761e+002 2.1075e+000 1.9643e+003 5.6262e+002 2.8594e+002 7.9613e+003 2.9151e+004 2.9121e+004 7.5000e+003 2.0334e+002 4.8437e+003 4.6785e+003 2.5564e+002 1.0962e+002 2.1828e+004 1.2076e+005 1.0053e+005 1.3611e+004 1.0830e+005 3.7104e+004 1.4365e+005 3.9650e+005 3.0736e+006 6.3597e+006 4.4331e+004 8.4357e+005 5.0351e+004 5.7214e+004
