   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28
          10 7.3147e-010 1.9136e-009 5.0193e-009 5.0960e-008 5.4714e-007 3.9926e-007 1.3382e-005 1.0047e-003 1.9291e-002 1.7015e-001 5.5095e-001 2.5030e-001 8.2487e-003 3.4149e-005 1.0703e-006 7.2050e-007 1.8532e-007 2.9201e-007 3.7139e-008 1.5789e-008 3.3077e-008 2.3970e-008 7.4587e-009 1.3751e-009 2.0468e-010 3.4993e-011 8.6351e-012 2.9080e-012 1.1252e-012
          11 1.7231e-013 2.5224e-009 1.4766e-009 4.1365e-009 1.4028e-007 8.7553e-007 3.5563e-008 5.1680e-005 1.9499e-003 2.7291e-002 1.8759e-001 4.8313e-001 2.8923e-001 1.0699e-002 6.3014e-005 1.1597e-006 7.0315e-007 2.7377e-007 3.0144e-007 7.3875e-008 3.6466e-008 3.9466e-008 2.8306e-008 1.3770e-008 5.6586e-009 2.2487e-009 9.4492e-010 4.2430e-010 1.8940e-010
          12 3.8019e-010 8.0369e-012 3.5852e-010 1.0777e-008 3.8401e-008 3.1653e-007 1.0490e-006 4.6166e-007 1.4783e-004 3.5031e-003 3.6979e-002 2.0085e-001 4.1554e-001 3.2945e-001 1.3403e-002 1.2324e-004 1.3077e-006 8.0811e-007 2.2548e-007 4.2320e-007 1.2719e-007 3.6203e-008 3.5016e-008 3.5028e-008 2.4038e-008 1.2653e-008 6.0834e-009 2.9099e-009 1.3378e-009
          13 1.4365e-010 1.1914e-009 1.3918e-010 7.8878e-009 2.6686e-008 9.7778e-008 5.6370e-007 6.9807e-007 6.6595e-006 3.7171e-004 5.9216e-003 4.8116e-002 2.0858e-001 3.5013e-001 3.7050e-001 1.6115e-002 2.5330e-004 2.1086e-006 5.7987e-007 3.9697e-007 4.0045e-007 1.4368e-007 5.7330e-008 3.9956e-008 2.8626e-008 1.6585e-008 8.4928e-009 4.2027e-009 1.9650e-009
          14 3.2918e-011 4.4824e-010 7.2178e-011 1.7328e-010 9.8864e-009 6.6033e-008 2.1617e-007 7.5929e-007 1.9055e-007 2.9720e-005 8.2189e-004 9.4478e-003 6.0144e-002 2.0964e-001 2.8908e-001 4.1198e-001 1.8310e-002 5.2873e-004 6.2811e-006 3.2108e-007 1.4014e-007 5.7173e-007 3.7276e-007 1.2764e-007 4.2272e-008 1.6132e-008 6.9241e-009 3.1813e-009 1.4402e-009
          15 2.3643e-010 4.9068e-011 1.6135e-011 6.4344e-010 7.2578e-010 3.1926e-008 1.4322e-007 4.8060e-007 8.1431e-007 4.5675e-007 1.0070e-004 1.6659e-003 1.4288e-002 7.2151e-002 2.0310e-001 2.3480e-001 4.5345e-001 1.9420e-002 1.0031e-003 2.9288e-005 7.6897e-007 5.4430e-011 1.2740e-007 2.1594e-007 1.4311e-007 7.1005e-008 3.3193e-008 1.5696e-008 7.1815e-009
          16 1.6266e-010 4.6244e-010 9.3519e-014 8.0262e-011 7.8538e-012 5.4179e-009 8.0552e-008 2.8052e-007 5.7130e-007 3.5296e-007 7.1932e-006 2.7643e-004 3.1210e-003 2.0495e-002 8.2820e-002 1.8855e-001 1.8873e-001 4.9482e-001 1.9294e-002 1.7547e-003 1.0053e-004 6.1071e-006 1.1025e-007 3.0574e-008 4.9188e-008 3.7274e-008 2.0539e-008 1.0392e-008 4.8959e-009
          17 1.3391e-011 3.1058e-010 5.8166e-012 4.3884e-010 2.5053e-010 2.8907e-010 2.3507e-008 1.3568e-007 4.4001e-007 6.4829e-007 3.3057e-008 3.7363e-005 6.6363e-004 5.4368e-003 2.7889e-002 9.0305e-002 1.6746e-001 1.5016e-001 5.3781e-001 1.7014e-002 2.8743e-003 3.1801e-004 4.0508e-005 3.7875e-006 3.8915e-007 6.8305e-008 2.0163e-008 7.8554e-009 3.3065e-009
          18 2.4885e-011 2.5374e-011 5.4605e-012 1.0922e-009 9.1591e-010 2.4538e-010 4.0217e-009 5.7324e-008 3.1983e-007 6.2644e-007 2.7541e-007 3.5204e-006 1.3202e-004 1.4350e-003 8.7950e-003 3.5785e-002 9.2556e-002 1.4179e-001 1.1978e-001 5.8220e-001 1.2435e-002 4.0720e-003 7.5344e-004 1.6535e-004 4.2574e-005 1.3230e-005 4.9356e-006 2.0926e-006 9.0893e-007
          19 9.5240e-011 3.9840e-011 1.7221e-012 6.5443e-010 9.2079e-010 1.0538e-009 1.2572e-009 2.6245e-008 1.7428e-007 4.7302e-007 5.3383e-007 7.5340e-008 2.4917e-005 3.8016e-004 2.8468e-003 1.3378e-002 4.3038e-002 8.9732e-002 1.1303e-001 9.8128e-002 6.2657e-001 5.2460e-003 5.0442e-003 1.5952e-003 4.8084e-004 1.5926e-004 6.1017e-005 2.6189e-005 1.1441e-005
          20 1.1368e-010 1.5165e-010 1.0764e-013 1.0404e-010 4.0470e-010 1.7016e-009 1.5954e-009 1.4664e-008 7.5474e-008 2.9269e-007 5.7053e-007 1.3215e-007 4.2275e-006 1.0347e-004 9.4438e-004 5.1174e-003 1.8852e-002 4.8008e-002 8.0410e-002 8.4804e-002 8.9424e-002 6.6369e-001 2.9164e-005 2.9900e-003 1.8145e-003 8.2471e-004 3.6337e-004 1.6612e-004 7.4696e-005
          21 7.9872e-011 1.6772e-010 5.5752e-014 8.7654e-012 6.6611e-011 1.3591e-009 2.1584e-009 8.8722e-009 3.0564e-008 1.5660e-007 4.3417e-007 3.3927e-007 4.7002e-007 2.8683e-005 3.1774e-004 1.9639e-003 8.0894e-003 2.3219e-002 4.6692e-002 6.3163e-002 5.4055e-002 9.4429e-002 6.9661e-001 4.8540e-003 1.8060e-004 4.3455e-004 2.8919e-004 1.5524e-004 7.4845e-005
          22 4.2863e-011 1.1907e-010 1.8269e-013 9.9293e-011 1.7083e-014 7.4032e-010 2.0833e-009 5.4812e-009 1.4712e-008 8.4793e-008 2.8170e-007 3.6116e-007 6.0808e-009 8.6426e-006 1.1910e-004 8.1900e-004 3.6730e-003 1.1536e-002 2.5732e-002 4.0450e-002 4.3408e-002 3.4013e-002 1.0640e-001 7.0320e-001 2.2883e-002 2.4211e-003 4.4404e-004 1.1776e-004 3.8929e-005
          23 1.7859e-011 6.0838e-011 1.6061e-013 1.2589e-010 1.1456e-011 2.9635e-010 1.3767e-009 2.9457e-009 7.5622e-009 4.3014e-008 1.5185e-007 2.5178e-007 2.2155e-008 2.5949e-006 4.5115e-005 3.3671e-004 1.5956e-003 5.3401e-003 1.2752e-002 2.1626e-002 2.6792e-002 2.1980e-002 1.9316e-002 1.3373e-001 6.9832e-001 3.3374e-002 8.2773e-003 2.9730e-003 1.1882e-003
          24 5.5759e-012 2.1748e-011 7.4120e-014 6.9858e-011 1.1240e-011 8.8340e-011 5.8266e-010 1.1529e-009 3.0819e-009 1.6737e-008 5.9506e-008 1.1144e-007 2.5856e-008 6.9826e-007 1.4545e-005 1.1436e-004 5.5828e-004 1.9348e-003 4.7987e-003 8.4748e-003 1.1139e-002 9.9564e-003 7.4148e-003 1.3693e-002 1.2765e-001 7.8051e-001 1.4126e-003 6.7188e-003 2.7765e-003
          25 2.3945e-013 9.6658e-013 3.4849e-015 3.4220e-012 6.0182e-013 3.7430e-012 2.6996e-011 5.2688e-011 1.4312e-010 7.6652e-010 2.7221e-009 5.2279e-009 1.4103e-009 2.9141e-008 6.3658e-007 5.0685e-006 2.4908e-005 8.6993e-005 2.1758e-004 3.8781e-004 5.1568e-004 4.6939e-004 3.4801e-004 5.1047e-004 3.7290e-003 5.9103e-004 3.1546e-001 5.1100e-001 1.6160e-001
