   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31
          14 1.7442e-010 1.8261e-009 3.5927e-009 7.1107e-010 1.0525e-010 8.4849e-009 6.1639e-009 6.0715e-009 4.2550e-007 1.4506e-005 2.2499e-004 1.6998e-002 2.2462e-001 1.5785e-001 9.0352e-002 1.1155e-002 1.6252e-001 2.1904e-001 1.0249e-001 1.4523e-002 1.5779e-004 6.8564e-006 2.3683e-006 7.6623e-007 2.2455e-008 4.2035e-008 4.2471e-008 5.5825e-008 4.0909e-008 1.8322e-008 3.3834e-009 9.7540e-010
          15 4.9224e-011 9.0246e-010 5.6464e-009 2.3317e-009 1.0012e-010 3.9629e-010 1.6240e-008 6.5465e-009 2.8560e-008 3.1142e-006 4.3054e-005 1.5148e-003 6.5038e-002 2.6901e-001 2.1582e-002 1.2398e-001 5.1019e-003 9.8186e-002 2.4798e-001 1.4601e-001 2.1483e-002 1.5868e-004 7.6413e-006 3.0488e-006 2.0362e-006 1.3518e-007 1.2259e-008 9.1322e-010 2.2421e-008 3.0887e-008 9.3119e-009 2.8299e-009
          16 3.4431e-011 2.6045e-010 3.2789e-009 2.3223e-009 4.3375e-010 1.9264e-010 5.0977e-009 1.0328e-008 8.6797e-009 2.9860e-007 1.5195e-005 1.3648e-004 1.0498e-002 1.4795e-001 1.8636e-001 6.8371e-003 8.6573e-002 4.0496e-002 4.0908e-002 2.5569e-001 1.9445e-001 2.9860e-002 1.3155e-004 8.0232e-006 3.0035e-006 2.5703e-006 8.5150e-007 3.8807e-007 1.4183e-007 3.2565e-008 3.5121e-009 9.3884e-010
          17 1.0673e-010 1.1156e-010 7.8819e-010 1.1616e-009 1.7481e-009 6.1764e-012 5.5363e-012 4.2538e-009 1.9045e-008 1.5078e-008 3.8431e-006 3.5147e-005 1.0983e-003 4.4924e-002 2.0016e-001 6.1070e-002 5.2885e-002 2.9212e-002 7.5033e-002 6.6953e-003 2.4182e-001 2.4692e-001 3.9984e-002 7.9305e-005 7.9039e-006 2.8231e-006 2.3907e-006 8.3969e-007 6.1063e-007 4.2756e-007 1.0503e-007 3.1298e-008
          18 2.9862e-010 1.8329e-010 3.9927e-011 3.7736e-010 1.5370e-009 3.8349e-010 7.2513e-010 1.9876e-010 1.6248e-008 1.2412e-008 5.2585e-007 1.7040e-005 1.1195e-004 8.9725e-003 1.0787e-001 1.5832e-001 1.1198e-003 7.4067e-002 6.0563e-004 8.2567e-002 1.3651e-003 2.0918e-001 3.0352e-001 5.2292e-002 3.3821e-005 1.3040e-006 3.2024e-006 4.1461e-006 9.8879e-007 2.3809e-007 4.3521e-008 1.2745e-008
          19 5.3851e-010 4.1366e-010 3.0374e-012 1.2982e-010 5.1311e-010 7.7097e-010 7.5737e-011 6.0207e-011 3.9205e-009 2.4215e-008 3.9732e-008 6.6413e-006 2.7271e-005 1.3125e-003 3.9331e-002 1.4767e-001 6.0285e-002 1.8947e-002 4.7567e-002 1.1457e-002 6.0320e-002 2.0997e-002 1.6157e-001 3.6176e-001 6.8741e-002 5.5333e-005 1.5225e-006 9.0289e-007 1.2572e-006 1.4472e-006 3.5739e-007 1.0631e-007
          20 6.8685e-010 6.9157e-010 2.8164e-013 9.5053e-011 3.5275e-011 4.3156e-010 3.2439e-010 1.9348e-013 9.8594e-012 1.9133e-008 4.1183e-009 1.7843e-006 1.5961e-005 1.6708e-004 1.1203e-002 8.9125e-002 1.1036e-001 2.3757e-003 4.6853e-002 9.8380e-003 3.7273e-002 2.5108e-002 5.3199e-002 1.0370e-001 4.1437e-001 9.6310e-002 4.0684e-005 4.2652e-006 8.5024e-007 5.8936e-007 1.3403e-007 3.9628e-008
          21 6.7507e-010 8.3682e-010 4.7292e-011 1.2267e-010 1.5898e-011 6.3480e-011 1.0282e-009 2.4640e-010 5.0379e-010 7.1195e-009 3.2233e-009 3.3887e-007 1.0247e-005 2.8381e-005 2.7305e-003 4.2417e-002 1.0488e-001 3.2086e-002 1.2934e-002 3.5091e-002 1.3991e-003 4.4729e-002 1.8461e-003 8.1081e-002 4.4051e-002 4.6533e-001 1.3130e-001 1.9926e-005 3.7454e-006 5.5137e-011 8.3054e-011 1.3086e-011
          22 5.5384e-010 7.9843e-010 1.5858e-010 1.5672e-010 5.0268e-011 7.1506e-012 1.0170e-009 6.9333e-010 4.5658e-010 1.2926e-009 4.3133e-009 4.5971e-008 5.6779e-006 1.0695e-005 6.3121e-004 1.8071e-002 7.4757e-002 5.5407e-002 2.5342e-005 3.1337e-002 5.9884e-003 1.9178e-002 2.5154e-002 5.8321e-003 8.5469e-002 6.7944e-003 4.9655e-001 1.7425e-001 5.6070e-004 2.9979e-007 2.5782e-011 1.1100e-010
          23 3.9260e-010 6.3119e-010 2.4257e-010 1.6154e-010 3.8731e-011 7.1347e-011 5.8448e-010 8.0796e-010 1.0702e-010 5.6426e-011 4.2521e-009 3.6161e-009 2.7317e-006 7.0597e-006 1.5044e-004 7.3331e-003 4.5429e-002 5.6034e-002 4.6286e-003 1.5769e-002 1.5335e-002 2.5617e-003 2.5614e-002 2.8851e-003 2.9787e-002 5.4443e-002 2.0502e-003 5.1051e-001 2.2212e-001 4.8420e-003 1.9400e-004 4.7904e-005
          24 2.5734e-010 4.4729e-010 2.5608e-010 1.3925e-010 1.7492e-011 1.0405e-010 2.4608e-010 6.4427e-010 1.8544e-013 1.8997e-011 3.3587e-009 2.3518e-011 1.2550e-006 5.2683e-006 4.2058e-005 3.0862e-003 2.6145e-002 4.4882e-002 1.0396e-002 5.6160e-003 1.5821e-002 5.1198e-005 1.4889e-002 1.0024e-002 4.4154e-003 3.9890e-002 1.7024e-002 2.2364e-002 5.2602e-001 2.2179e-001 1.4139e-002 3.5867e-003
          25 1.6522e-010 3.0359e-010 2.2448e-010 1.0834e-010 5.6878e-012 9.7567e-011 8.6372e-011 4.3758e-010 2.9907e-011 5.9728e-011 2.4119e-009 1.4406e-010 5.9477e-007 3.8615e-006 1.4786e-005 1.4188e-003 1.5227e-002 3.2673e-002 1.2214e-002 1.5310e-003 1.2229e-002 1.2573e-003 7.0797e-003 1.0858e-002 3.6898e-005 1.9840e-002 2.4061e-002 1.6055e-004 3.4661e-002 6.2792e-001 3.3753e-002 1.1256e-002
          26 1.0962e-010 2.0982e-010 1.8475e-010 8.2465e-011 1.3094e-012 7.9714e-011 2.6552e-011 2.8836e-010 7.0094e-011 6.2919e-011 1.7253e-009 2.5141e-010 3.0617e-007 2.8402e-006 6.5613e-006 7.3269e-004 9.4129e-003 2.3638e-002 1.1694e-002 2.8606e-004 8.7493e-003 2.2052e-003 3.2167e-003 9.0076e-003 5.3792e-004 9.0132e-003 1.9940e-002 4.6509e-003 4.8712e-003 6.3075e-003 5.0336e-001 1.0502e-001
          27 7.3977e-011 1.4603e-010 1.4571e-010 6.1565e-011 1.1619e-013 6.0930e-011 6.3989e-012 1.8799e-010 8.9553e-011 5.0286e-011 1.2302e-009 2.3767e-010 1.6726e-007 2.0704e-006 3.4144e-006 4.0891e-004 6.0341e-003 1.6999e-002 1.0100e-002 1.2238e-005 6.0547e-003 2.4721e-003 1.4255e-003 6.7448e-003 1.2815e-003 3.9592e-003 1.4113e-002 7.0395e-003 1.4173e-004 1.0118e-002 1.7362e-001 3.4942e-004
          28 4.8081e-011 9.7107e-011 1.0590e-010 4.3044e-011 1.6534e-014 4.2724e-011 8.7938e-013 1.1702e-010 8.5047e-011 3.4353e-011 8.3265e-010 1.7699e-010 9.1869e-008 1.4226e-006 1.8939e-006 2.3113e-004 3.7827e-003 1.1575e-002 7.7741e-003 1.4936e-005 3.9407e-003 2.1746e-003 6.0408e-004 4.5944e-003 1.4708e-003 1.6696e-003 9.0069e-003 6.5012e-003 2.1926e-004 2.0424e-003 1.8003e-001 4.0008e-002
          29 2.7324e-011 5.6038e-011 6.4754e-011 2.5667e-011 1.0064e-013 2.5364e-011 1.4577e-014 6.4033e-011 6.0390e-011 1.9545e-011 4.8633e-010 1.0590e-010 4.6345e-008 8.3849e-007 9.8625e-007 1.1971e-004 2.1006e-003 6.7861e-003 4.9216e-003 4.1793e-005 2.2233e-003 1.4759e-003 2.3634e-004 2.6600e-003 1.1221e-003 6.5461e-004 4.9427e-003 4.3697e-003 4.8480e-004 4.1773e-004 5.4501e-002 3.5265e-001
