   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36
          46 7.3887e-010 4.6512e-009 9.6388e-008 2.5850e-006 2.0009e-005 3.6854e-004 1.5180e-003 1.5975e-002 1.4890e-002 1.5169e-001 1.8029e-002 1.4211e-002 9.0715e-003 1.1828e-002 4.7579e-006 3.0201e-002 2.8385e-003 2.0812e-005 1.7193e-002 1.7788e-003 2.4932e-003 3.9196e-003 5.9279e-003 1.9316e-003 1.2541e-003 4.4448e-003 2.4299e-003 2.2699e-003 2.6552e-003 9.6882e-004 4.4625e-003 2.6283e-004 1.9578e-003 2.8754e-003 6.3043e-004 1.9366e-008 3.5198e-004
          47 1.0951e-009 3.3655e-009 1.2209e-007 2.2592e-006 2.7001e-005 3.1710e-004 2.1494e-003 1.3616e-002 2.9545e-002 1.6168e-001 3.1758e-003 8.4619e-004 3.6756e-005 3.4182e-002 6.9705e-005 1.4423e-002 2.0578e-002 2.0624e-004 5.7649e-003 1.3345e-002 7.2264e-004 8.4458e-005 8.8468e-003 7.6839e-004 3.8013e-003 7.5114e-006 5.8143e-003 3.9684e-004 3.5097e-003 1.2537e-003 1.6992e-003 3.7757e-003 2.0286e-004 1.2702e-003 2.2541e-003 1.0362e-003 7.0716e-004
          48 8.1966e-010 1.0335e-009 7.9901e-008 9.9228e-007 1.8734e-005 1.3640e-004 1.5351e-003 5.6409e-003 2.6558e-002 8.3005e-002 1.5351e-003 3.2034e-003 6.2594e-003 3.0918e-002 1.1965e-003 1.2235e-003 2.7118e-002 6.8281e-005 2.5005e-006 1.5367e-002 5.5725e-004 3.1680e-003 2.9198e-003 6.2342e-003 1.3362e-003 2.7739e-003 2.2476e-003 4.6326e-003 3.7849e-004 4.4685e-003 1.7391e-004 2.9689e-003 3.2022e-003 1.0555e-004 8.0838e-004 1.2126e-003 8.5428e-005
          49 5.6327e-010 1.7716e-010 4.9042e-008 3.8549e-007 1.2195e-005 5.1490e-005 1.0133e-003 1.9538e-003 2.0686e-002 3.5784e-002 1.0719e-002 9.9145e-003 1.0495e-002 1.8748e-002 4.1934e-003 2.4679e-004 2.1766e-002 1.7266e-003 1.5069e-003 9.5950e-003 4.1674e-003 3.8251e-003 5.0200e-005 8.3550e-003 1.4334e-005 4.9268e-003 2.1415e-005 5.8931e-003 5.7035e-004 3.4075e-003 2.5396e-003 4.5783e-004 3.9220e-003 1.8844e-003 9.4552e-006 3.1845e-004 5.2094e-004
          50 4.3966e-010 1.5645e-012 3.5237e-008 1.6344e-007 9.2977e-006 2.0977e-005 7.7356e-004 6.6868e-004 1.7661e-002 1.5491e-002 2.2476e-002 1.3905e-002 1.0251e-002 9.5135e-003 8.7692e-003 1.3326e-003 1.4785e-002 5.5276e-003 2.6423e-003 4.2136e-003 8.3914e-003 2.0274e-003 8.4067e-004 6.6984e-003 1.5987e-003 3.9529e-003 9.8139e-004 3.9150e-003 2.9926e-003 1.0103e-003 4.2799e-003 1.8944e-004 2.2115e-003 3.2974e-003 8.7372e-004 1.1375e-005 2.1181e-005
          51 3.8018e-010 6.2916e-011 2.9029e-008 7.0625e-008 8.1422e-006 8.5163e-006 6.7183e-004 1.8469e-004 1.6466e-002 5.9084e-003 3.6094e-002 1.4936e-002 7.5561e-003 3.5423e-003 1.4330e-002 1.4324e-003 8.5997e-003 1.0714e-002 2.0444e-003 9.9174e-004 1.1272e-002 2.5854e-004 2.7467e-003 3.5125e-003 4.5050e-003 1.6153e-003 3.1049e-003 1.2721e-003 4.9684e-003 2.1011e-006 3.8102e-003 1.7755e-003 4.0386e-004 2.9806e-003 2.0985e-003 4.8752e-004 2.2705e-006
          52 3.4453e-010 2.6016e-010 2.6049e-008 2.6177e-008 7.7883e-006 2.7827e-006 6.3294e-004 1.5487e-005 1.6135e-002 1.2789e-003 5.1518e-002 1.3078e-002 3.9120e-003 4.8828e-004 1.9793e-002 5.6389e-004 3.9017e-003 1.5961e-002 5.7734e-004 8.2108e-007 1.1652e-002 3.8116e-004 3.8027e-003 8.1807e-004 6.7194e-003 6.2761e-005 4.3138e-003 7.0433e-006 4.9043e-003 1.1400e-003 1.7992e-003 3.4083e-003 1.1526e-004 1.4182e-003 2.4279e-003 1.1692e-003 4.2978e-004
          53 3.0749e-010 5.6998e-010 2.4087e-008 5.1876e-009 7.7032e-006 3.4499e-007 6.1341e-004 2.1293e-005 1.5854e-002 1.4110e-005 6.6809e-002 8.6256e-003 8.5965e-004 1.8968e-004 2.3298e-002 1.5157e-005 1.0737e-003 1.9303e-002 8.8900e-005 5.2626e-004 9.2046e-003 3.1586e-003 3.0161e-003 2.4961e-005 6.6410e-003 7.7473e-004 3.4762e-003 8.7475e-004 2.8418e-003 3.3498e-003 1.4198e-004 3.4316e-003 1.4367e-003 1.1903e-004 1.5320e-003 1.3424e-003 2.5177e-004
          54 2.5142e-010 9.4065e-010 2.1607e-008 1.1276e-010 7.4205e-006 1.6417e-007 5.7663e-004 1.5268e-004 1.4789e-002 1.7778e-003 7.7006e-002 3.1984e-003 9.7631e-005 1.9775e-003 2.2661e-002 1.7227e-003 5.3801e-005 1.8729e-002 2.5063e-003 1.2411e-003 4.9934e-003 7.4644e-003 1.0294e-003 1.1870e-003 4.1445e-003 3.4712e-003 1.2855e-003 2.7951e-003 5.5160e-004 4.4729e-003 4.9548e-004 1.7386e-003 2.8640e-003 3.4228e-004 3.1175e-004 7.9177e-004 4.0027e-004
          55 1.7465e-010 1.2542e-009 1.7850e-008 6.9890e-009 6.6142e-006 1.6279e-006 4.9962e-004 3.5217e-004 1.2468e-002 5.8056e-003 7.6495e-002 6.8321e-005 2.3736e-003 4.1745e-003 1.7319e-002 6.6776e-003 8.0628e-005 1.4003e-002 7.9359e-003 1.0503e-003 1.3499e-003 1.0421e-002 5.1834e-006 2.6889e-003 1.1584e-003 5.8576e-003 3.3236e-006 3.6023e-003 1.2949e-004 3.2887e-003 2.4891e-003 1.4879e-004 2.7187e-003 1.7028e-003 7.5007e-005 1.2218e-004 6.2879e-005
          56 9.5854e-011 1.3948e-009 1.3283e-008 1.9758e-008 5.3432e-006 3.7998e-006 3.9064e-004 5.3826e-004 9.2952e-003 1.0338e-002 6.4728e-002 1.9558e-003 6.3084e-003 4.9785e-003 9.7979e-003 1.3328e-002 1.6492e-004 7.6643e-003 1.3739e-002 2.3472e-004 7.8860e-006 9.8977e-003 1.5202e-003 2.7668e-003 6.2550e-007 5.7755e-003 1.0921e-003 2.4231e-003 1.6439e-003 1.0726e-003 3.9067e-003 4.0567e-004 1.2044e-003 2.5093e-003 9.5531e-004 7.3313e-005 3.2113e-007
          57 3.7144e-011 1.3456e-009 9.0167e-009 3.1863e-008 3.9673e-006 5.7316e-006 2.7923e-004 6.5392e-004 6.1900e-003 1.3694e-002 4.7283e-002 8.5494e-003 9.4422e-003 3.9842e-003 3.6667e-003 1.8696e-002 2.2367e-005 2.8016e-003 1.6844e-002 1.1428e-004 5.2217e-004 6.6625e-003 4.7391e-003 1.4624e-003 9.1889e-004 3.5561e-003 3.5022e-003 6.4888e-004 3.1635e-003 4.1180e-006 3.3754e-003 2.0492e-003 6.9493e-005 1.9187e-003 1.8102e-003 5.8487e-004 1.0573e-004
          58 6.7294e-012 1.1756e-009 5.7608e-009 3.9925e-008 2.7950e-006 6.9889e-006 1.8812e-004 6.9467e-004 3.7754e-003 1.5315e-002 3.0487e-002 1.7313e-002 1.0345e-002 2.1549e-003 5.7627e-004 2.0933e-002 1.3990e-004 4.9365e-004 1.6358e-002 1.5227e-003 1.3115e-003 3.0832e-003 7.5434e-003 2.1421e-004 2.3564e-003 1.1801e-003 5.1737e-003 9.4907e-006 3.2320e-003 6.6132e-004 1.6733e-003 3.3350e-003 3.3214e-004 7.1648e-004 1.7766e-003 1.0316e-003 2.4696e-004
          59 2.3850e-013 9.6580e-010 3.5820e-009 4.4003e-008 1.9311e-006 7.6401e-006 1.2327e-004 6.8743e-004 2.1577e-003 1.5582e-002 1.7580e-002 2.5893e-002 9.1595e-003 6.3069e-004 3.8170e-005 2.0130e-002 1.0650e-003 1.6130e-007 1.3422e-002 4.1979e-003 1.4163e-003 7.8605e-004 8.6019e-003 1.4022e-004 2.9570e-003 5.3499e-005 5.1509e-003 8.6801e-004 2.0691e-003 2.0239e-003 3.0949e-004 3.3051e-003 1.5032e-003 2.7894e-005 1.0464e-003 1.0300e-003 2.9935e-004
          60 9.9979e-012 7.6701e-010 2.2260e-009 4.5736e-008 1.3430e-006 7.9658e-006 8.0444e-005 6.6270e-004 1.1649e-003 1.5170e-002 8.9345e-003 3.3341e-002 6.7927e-003 6.1700e-006 8.3177e-004 1.7412e-002 2.9931e-003 1.9808e-004 9.6594e-003 7.3733e-003 8.8102e-004 1.2384e-005 7.9203e-003 1.3567e-003 2.4811e-003 2.7974e-004 3.8320e-003 2.4889e-003 7.1982e-004 2.9515e-003 3.8520e-005 2.2552e-003 2.5845e-003 2.4245e-004 2.9386e-004 6.6979e-004 2.5845e-004
          61 3.0681e-011 5.9123e-010 1.3897e-009 4.6278e-008 9.4481e-007 8.1469e-006 5.2309e-005 6.3440e-004 5.7580e-004 1.4450e-002 3.6425e-003 3.9408e-002 4.0597e-003 3.9461e-004 1.9743e-003 1.3724e-002 5.8245e-003 3.7866e-004 6.0887e-003 1.0314e-002 2.2077e-004 2.5726e-004 6.0924e-003 3.3663e-003 1.3899e-003 1.2527e-003 2.0661e-003 3.9549e-003 2.2033e-005 2.9426e-003 7.2778e-004 9.6231e-004 2.9343e-003 1.0704e-003 1.3386e-008 2.4176e-004 1.2619e-004
          62 5.8742e-011 4.3390e-010 8.6112e-010 4.5706e-008 6.6319e-007 8.1775e-006 3.3230e-005 6.0058e-004 2.3803e-004 1.3436e-002 8.5747e-004 4.3476e-002 1.6356e-003 1.6535e-003 2.8300e-003 9.6690e-003 9.1482e-003 2.9947e-004 3.2188e-003 1.2300e-002 2.1838e-005 8.6294e-004 3.8076e-003 5.4068e-003 3.6119e-004 2.2180e-003 6.2867e-004 4.5691e-003 3.1300e-004 2.0911e-003 1.7774e-003 1.2341e-004 2.4210e-003 1.9359e-003 2.7529e-004 9.7029e-006 2.7951e-005
          63 9.1368e-011 2.9837e-010 5.2879e-010 4.4360e-008 4.6237e-007 8.0978e-006 2.0337e-005 5.6368e-004 6.6279e-005 1.2240e-002 1.5047e-006 4.5383e-002 1.9212e-004 3.4510e-003 3.0907e-003 5.9324e-003 1.2409e-002 7.5545e-005 1.3199e-003 1.2960e-002 7.0608e-004 1.2826e-003 1.7909e-003 6.7842e-003 5.5862e-006 2.6183e-003 1.3866e-005 4.1403e-003 1.3980e-003 9.4980e-004 2.5221e-003 8.1235e-005 1.4128e-003 2.3407e-003 8.9281e-004 8.6010e-005 1.3840e-006
          64 1.2634e-010 1.8620e-010 3.2001e-010 4.2443e-008 3.1723e-007 7.9277e-006 1.1674e-005 5.2449e-004 3.4849e-006 1.0932e-002 5.7917e-004 4.5143e-002 2.2632e-004 5.3754e-003 2.7309e-003 2.9687e-003 1.5070e-002 2.6572e-005 3.3338e-004 1.2267e-002 2.3861e-003 1.2504e-003 4.8486e-004 7.1128e-003 5.9750e-004 2.2872e-003 2.6017e-004 2.9434e-003 2.7406e-003 1.4116e-004 2.5781e-003 7.1401e-004 4.6118e-004 2.1077e-003 1.4795e-003 3.9604e-004 5.8555e-005
          65 1.5919e-010 9.8086e-011 1.8771e-010 3.9546e-008 2.0919e-007 7.5723e-006 5.9407e-006 4.7682e-004 1.2481e-005 9.4356e-003 2.1450e-003 4.2318e-002 2.0155e-003 6.9078e-003 1.9026e-003 1.0094e-003 1.6461e-002 5.1556e-004 1.3701e-005 1.0337e-002 4.7875e-003 8.0075e-004 7.7674e-006 6.2827e-003 2.0002e-003 1.4158e-003 1.0355e-003 1.4984e-003 3.6956e-003 7.2228e-005 1.9333e-003 1.5731e-003 1.0738e-005 1.3818e-003 1.7036e-003 7.4418e-004 1.5689e-004
          66 1.8692e-010 3.8192e-011 1.0706e-010 3.6025e-008 1.3143e-007 7.0776e-006 2.4698e-006 4.2437e-004 6.5219e-005 7.8867e-003 4.2449e-003 3.7506e-002 5.4837e-003 7.6852e-003 9.5397e-004 1.1134e-004 1.6379e-002 1.7729e-003 3.9132e-005 7.7534e-003 7.3647e-003 2.5115e-004 1.7756e-004 4.6766e-003 3.7316e-003 4.9811e-004 1.8261e-003 4.0716e-004 3.8694e-003 7.5683e-004 9.8221e-004 2.1553e-003 2.0225e-004 5.7545e-004 1.4755e-003 9.3766e-004 2.3679e-004
          67 2.0508e-010 6.5979e-012 5.8965e-011 3.1820e-008 7.6626e-008 6.4144e-006 6.5754e-007 3.6608e-004 1.3793e-004 6.3171e-003 6.4016e-003 3.1096e-002 1.0124e-002 7.4772e-003 2.3448e-004 6.1852e-005 1.4783e-002 3.7541e-003 1.2348e-004 5.0649e-003 9.4220e-003 1.3210e-007 6.1595e-004 2.8212e-003 5.1578e-003 1.5766e-005 2.1909e-003 1.2385e-006 3.2239e-003 1.8264e-003 2.2234e-004 2.1563e-003 8.1897e-004 7.2193e-005 9.3850e-004 8.8179e-004 2.6456e-004
          68 2.1024e-010 5.4874e-013 3.1581e-011 2.7133e-008 4.0377e-008 5.6055e-006 2.8023e-008 3.0433e-004 2.0897e-004 4.8217e-003 8.1413e-003 2.3938e-002 1.4977e-002 6.3538e-003 1.6226e-006 4.8943e-004 1.2057e-002 6.0634e-003 1.1962e-004 2.8054e-003 1.0377e-002 3.2332e-004 9.4392e-004 1.2725e-003 5.7656e-003 2.1584e-004 1.9717e-003 2.4936e-004 2.1037e-003 2.7331e-003 6.4362e-006 1.6239e-003 1.4427e-003 4.4590e-005 3.8486e-004 6.2681e-004 2.2267e-004
