   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37
          10 2.5428e-010 2.7741e-001 5.5271e-002 6.6026e-006 1.0093e-001 1.5939e-002 1.5207e-003 7.5210e-003 3.7165e-002 8.5250e-005 2.8454e-002 1.8643e-003 1.4349e-002 1.0927e-002 1.4483e-003 1.9971e-002 1.6046e-002 8.6768e-004 3.7536e-003 7.0315e-003 8.2009e-004 5.5788e-003 3.3432e-002 6.8429e-002 8.7043e-002 8.0593e-002 5.7336e-002 3.1333e-002 1.2281e-002 2.6306e-003 1.7759e-005 8.1645e-004 2.2970e-003 3.1696e-003 3.2044e-003 2.6674e-003 1.8814e-003 1.0247e-003
          11 2.7969e-010 1.2292e-001 2.9976e-001 2.3240e-006 1.7336e-003 4.9242e-002 6.5740e-004 4.8982e-002 1.2958e-003 1.6146e-002 1.5286e-003 2.5254e-002 3.3559e-003 1.1135e-002 1.4477e-002 4.5583e-005 1.2030e-002 1.8153e-002 5.0334e-003 3.7834e-004 5.5737e-003 4.3157e-003 1.4115e-007 8.5085e-003 3.2641e-002 5.8810e-002 7.1900e-002 6.7169e-002 5.0284e-002 3.0493e-002 1.4587e-002 4.9691e-003 8.1679e-004 8.0321e-006 5.5989e-004 1.2207e-003 1.4373e-003 1.0584e-003
          12 1.9478e-009 1.5863e-002 2.5540e-001 2.3775e-005 2.2146e-001 2.6082e-002 1.3879e-003 7.5149e-003 4.0756e-002 2.9631e-004 2.2944e-002 3.5247e-004 2.0456e-002 3.0161e-003 7.9020e-003 1.4372e-002 9.3002e-004 6.6604e-003 1.6347e-002 8.5409e-003 2.1595e-004 2.6977e-003 5.2479e-003 1.6606e-003 7.5623e-004 1.1662e-002 3.1871e-002 5.0622e-002 5.8860e-002 5.4758e-002 4.2460e-002 2.7852e-002 1.5374e-002 6.9401e-003 2.3599e-003 4.7933e-004 1.5893e-005 2.2492e-005
          13 3.0785e-009 2.5002e-005 3.4346e-002 1.7756e-005 3.4715e-001 1.7878e-001 7.4425e-005 2.7027e-002 4.9963e-004 1.5647e-002 1.3528e-002 1.9131e-002 1.3689e-003 1.9163e-002 2.6289e-003 6.1208e-003 1.2812e-002 1.6398e-003 3.7323e-003 1.3315e-002 9.7753e-003 1.3117e-003 8.7493e-004 4.1983e-003 3.2071e-003 1.2862e-004 2.9238e-003 1.4597e-002 3.0424e-002 4.2897e-002 4.7288e-002 4.3433e-002 3.4334e-002 2.3817e-002 1.4599e-002 7.9302e-003 3.7778e-003 1.4680e-003
          14 1.9943e-009 2.5014e-004 1.6889e-003 9.9284e-008 3.3135e-002 3.9289e-001 1.1481e-002 1.9213e-001 5.9912e-003 3.0881e-003 1.0070e-002 1.9622e-002 8.6845e-003 4.5329e-003 1.6806e-002 1.3333e-003 6.0187e-003 1.0922e-002 1.6270e-003 2.5302e-003 1.0671e-002 9.2907e-003 2.1294e-003 1.8965e-004 2.8661e-003 3.4443e-003 9.3593e-004 3.7900e-004 5.9218e-003 1.6635e-002 2.7909e-002 3.5207e-002 3.6537e-002 3.2710e-002 2.5879e-002 1.8345e-002 1.1534e-002 5.7993e-003
          15 5.8085e-010 1.5773e-005 6.9797e-004 1.2127e-006 1.1752e-002 7.8001e-003 7.4971e-003 3.5291e-001 2.7811e-001 1.9195e-002 1.4369e-006 1.1330e-002 3.5148e-002 2.6606e-004 5.7729e-003 1.3773e-002 6.6676e-005 6.3866e-003 8.7659e-003 9.5043e-004 2.3257e-003 8.7612e-003 7.9191e-003 2.1630e-003 3.5603e-005 1.9329e-003 3.0085e-003 1.4051e-003 3.8807e-007 2.3037e-003 8.8180e-003 1.7100e-002 2.3865e-002 2.6982e-002 2.6032e-002 2.1992e-002 1.6132e-002 9.1534e-003
          16 3.2655e-011 8.5878e-007 3.0822e-004 3.0855e-009 7.5224e-005 2.9940e-002 1.1266e-003 1.0808e-002 1.4980e-001 1.7611e-001 2.5630e-001 3.7315e-002 2.3545e-002 7.5617e-002 1.2992e-002 1.4314e-003 1.3648e-002 1.6027e-003 5.1139e-003 6.7841e-003 1.1945e-004 2.5450e-003 7.4463e-003 5.9214e-003 1.5436e-003 2.6646e-005 1.4753e-003 2.3954e-003 1.3263e-003 4.7528e-005 9.8405e-004 4.8795e-003 1.0368e-002 1.5282e-002 1.7937e-002 1.7704e-002 1.4697e-002 9.1132e-003
          17 2.9836e-011 2.3776e-006 2.3838e-005 7.9979e-008 9.2582e-004 3.9177e-003 1.1995e-004 1.9970e-002 9.6250e-002 1.0510e-002 2.5363e-002 2.1068e-001 1.1449e-001 5.9795e-002 1.4009e-001 9.5758e-002 9.3832e-003 2.9963e-002 1.9597e-002 2.4565e-004 8.3506e-003 1.0457e-003 1.8121e-003 7.2174e-003 3.1565e-003 8.5480e-004 1.3748e-004 1.2282e-003 1.7838e-003 9.6404e-004 3.6260e-005 6.0376e-004 3.0329e-003 6.4902e-003 9.4980e-003 1.0902e-002 1.0110e-002 6.7621e-003
          18 9.4145e-011 1.1635e-006 1.6473e-007 3.6482e-008 4.5360e-004 3.9952e-008 3.0278e-004 1.7311e-002 6.0885e-003 9.2787e-003 1.0149e-001 8.2036e-002 4.3635e-004 2.9526e-002 2.1434e-002 8.7085e-002 1.7278e-001 7.7345e-002 8.8129e-002 1.0315e-001 2.4333e-002 3.5643e-002 2.4537e-002 1.3867e-003 1.6670e-002 6.6960e-005 1.8684e-003 1.5649e-003 3.2067e-004 1.8274e-003 2.3535e-004 1.3838e-005 6.4304e-004 2.0694e-003 4.0279e-003 5.4744e-003 5.5715e-003 3.9648e-003
          19 7.8726e-011 3.5523e-007 2.0390e-006 6.7659e-009 1.2886e-004 2.0583e-004 1.4444e-004 5.7678e-003 2.8186e-004 1.1944e-002 4.6292e-002 4.3957e-003 2.9363e-002 4.6112e-002 1.5842e-002 2.4751e-002 1.2676e-002 7.4677e-003 1.5073e-002 3.0256e-002 9.7298e-002 7.4326e-002 9.0356e-002 1.1665e-001 5.8531e-002 8.8957e-002 4.6809e-002 3.8506e-002 3.6435e-002 1.3669e-002 1.8616e-002 7.1099e-003 4.2400e-003 6.2839e-003 1.0690e-005 5.5717e-003 1.0097e-003 2.4655e-003
