   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39
          10 4.6879e-010 3.0460e-001 4.4486e-006 2.3948e-006 7.0696e-002 6.2445e-002 9.2853e-005 7.5101e-003 1.0109e-002 6.8690e-003 2.2564e-002 1.8486e-002 2.4742e-003 1.9596e-002 1.6462e-003 1.0584e-002 2.3102e-002 7.0381e-003 4.9489e-004 6.7049e-003 3.2833e-003 1.3142e-003 2.3786e-002 6.3837e-002 9.2958e-002 9.2941e-002 6.8818e-002 3.7926e-002 1.4362e-002 2.6240e-003 9.2614e-006 1.6042e-003 3.6827e-003 4.6184e-003 4.3193e-003 3.3382e-003 2.2262e-003 1.3128e-003 6.8836e-004 3.1141e-004
          11 1.0203e-009 2.1502e-001 1.5028e-001 1.8089e-008 6.7329e-002 8.2508e-004 6.1269e-004 4.1109e-002 3.2930e-002 4.3383e-003 8.1657e-003 9.1545e-003 1.7247e-002 7.5484e-004 1.7529e-002 6.4652e-003 2.8453e-003 1.8846e-002 1.3884e-002 9.8747e-004 2.6336e-003 5.9384e-003 1.1583e-003 3.0860e-003 2.4399e-002 5.5972e-002 7.7746e-002 7.8301e-002 6.1074e-002 3.7402e-002 1.7337e-002 5.2562e-003 5.1378e-004 2.1534e-004 1.5323e-003 2.7336e-003 3.1881e-003 2.9475e-003 2.2862e-003 1.4397e-003
          12 2.7874e-009 6.7155e-002 3.2467e-001 2.2077e-006 2.6016e-002 7.9310e-002 4.8761e-006 1.7211e-002 8.7538e-003 6.9612e-003 2.3755e-002 1.2612e-002 7.0700e-003 1.7428e-002 1.8125e-006 1.2971e-002 9.4000e-003 2.0066e-004 1.2223e-002 1.6036e-002 4.6345e-003 1.9157e-004 4.3831e-003 3.9823e-003 7.4018e-005 5.5511e-003 2.5207e-002 4.9574e-002 6.5102e-002 6.5194e-002 5.2573e-002 3.4762e-002 1.8613e-002 7.5817e-003 1.9212e-003 9.3127e-005 2.1317e-004 8.6264e-004 1.2710e-003 1.1506e-003
          13 2.5343e-009 4.2682e-003 1.5864e-001 5.2975e-006 3.3382e-001 5.9907e-004 6.7157e-004 4.2976e-002 2.9773e-002 7.8193e-003 1.9424e-003 1.7924e-002 7.4515e-003 8.8968e-003 1.6808e-002 2.0306e-004 1.0060e-002 1.0451e-002 1.4506e-004 7.1761e-003 1.4719e-002 7.6223e-003 2.9200e-004 1.9599e-003 4.4109e-003 1.7573e-003 3.1368e-004 8.4391e-003 2.5725e-002 4.3828e-002 5.4137e-002 5.3393e-002 4.3961e-002 3.0771e-002 1.8336e-002 9.1483e-003 3.6286e-003 1.0086e-003 1.2800e-004 3.9132e-007
          14 8.2222e-010 2.5263e-004 7.2740e-003 9.7064e-007 2.2922e-001 3.3540e-001 4.1585e-004 3.5603e-005 1.7625e-002 2.6855e-003 3.3499e-002 8.5543e-004 1.7472e-002 3.3985e-003 9.1202e-003 1.4145e-002 1.4888e-004 8.3770e-003 1.0001e-002 6.0450e-004 4.3226e-003 1.2239e-002 8.7952e-003 1.3720e-003 5.4835e-004 3.3636e-003 2.9286e-003 2.4820e-004 1.8658e-003 1.1296e-002 2.5533e-002 3.8173e-002 4.4265e-002 4.2634e-002 3.5345e-002 2.5760e-002 1.6646e-002 9.5886e-003 4.8928e-003 2.1364e-003
          15 2.0561e-011 6.5837e-005 2.5419e-003 1.5315e-007 2.7269e-003 2.4838e-001 4.8616e-003 3.7030e-001 5.1700e-003 3.8765e-003 5.8399e-004 3.2237e-002 1.6208e-003 1.6677e-002 1.1411e-003 1.0304e-002 1.0644e-002 6.1521e-006 7.5137e-003 8.6105e-003 6.8824e-004 2.9982e-003 9.9605e-003 8.4865e-003 2.1375e-003 7.6906e-005 2.2066e-003 3.0121e-003 1.0309e-003 1.5574e-004 4.3654e-003 1.3607e-002 2.4274e-002 3.2149e-002 3.4840e-002 3.2474e-002 2.6712e-002 1.9718e-002 1.3024e-002 7.3057e-003
          16 1.3131e-010 1.9750e-005 5.0024e-005 1.4131e-007 9.2927e-003 2.5851e-003 6.8298e-004 1.8139e-001 4.0502e-001 5.7382e-002 1.7756e-002 4.4403e-004 3.0537e-002 1.8954e-002 7.6693e-003 6.9211e-005 1.2897e-002 6.2522e-003 1.4153e-004 7.3200e-003 6.6389e-003 3.8877e-004 2.5907e-003 8.2485e-003 7.2919e-003 2.1990e-003 1.8520e-006 1.4590e-003 2.5919e-003 1.4030e-003 1.6218e-005 1.5695e-003 7.0315e-003 1.4663e-002 2.1516e-002 2.5345e-002 2.5391e-002 2.2309e-002 1.7201e-002 1.0962e-002
          17 3.1145e-010 3.1566e-007 1.6099e-004 4.4813e-008 3.6400e-004 1.3333e-002 5.4424e-004 4.3469e-002 3.3316e-002 8.5206e-002 3.4266e-001 1.2031e-001 1.7721e-002 4.9011e-002 6.6290e-002 3.9304e-004 1.2141e-004 1.8719e-002 1.1241e-003 5.0359e-004 7.8044e-003 3.9202e-003 6.9222e-005 2.8657e-003 6.7651e-003 5.6456e-003 1.6603e-003 8.8599e-007 1.0838e-003 2.0595e-003 1.3234e-003 1.1010e-004 6.1386e-004 3.8040e-003 8.7936e-003 1.3703e-002 1.6815e-002 1.7321e-002 1.5168e-002 1.0640e-002
          18 2.9838e-010 4.2983e-007 4.0187e-005 7.8735e-010 1.5453e-004 5.3847e-003 9.5069e-006 1.4440e-003 8.9845e-002 2.8631e-002 6.6292e-003 1.1826e-001 1.6750e-001 7.6183e-002 8.2234e-002 1.5371e-001 4.6279e-002 9.5270e-003 4.2033e-002 4.4792e-003 1.0411e-005 1.1939e-002 4.8750e-004 5.4942e-006 4.1288e-003 4.8342e-003 4.0112e-003 7.9578e-004 2.7521e-005 9.5143e-004 1.5943e-003 9.7138e-004 9.8342e-005 3.4931e-004 2.3584e-003 5.5130e-003 8.5598e-003 1.0385e-002 1.0258e-002 7.8321e-003
          19 1.9209e-010 4.6905e-007 3.4762e-006 7.3243e-009 2.1453e-004 5.4925e-004 1.9068e-005 8.1510e-003 2.0744e-002 7.2913e-007 3.9597e-002 1.3098e-001 2.4378e-002 1.2579e-002 2.5120e-002 3.0273e-002 1.3793e-001 1.4157e-001 6.0857e-002 1.0905e-001 6.7022e-002 1.7821e-002 4.1437e-002 8.9907e-003 2.8184e-003 1.3088e-002 4.1270e-004 4.8329e-003 1.4478e-005 8.8890e-007 1.3463e-003 7.9283e-004 6.5191e-004 1.0874e-005 3.2757e-004 1.6505e-003 3.5520e-003 5.0696e-003 5.5943e-003 4.6229e-003
          20 9.3904e-011 2.0544e-007 1.6492e-008 3.7153e-009 9.7475e-005 3.9645e-006 2.0788e-005 4.6725e-003 1.4997e-003 2.5602e-003 3.8719e-002 3.1429e-002 3.3008e-003 5.6821e-002 3.2394e-002 1.4920e-002 2.6691e-002 4.4050e-004 2.2164e-002 1.8850e-002 6.3106e-002 1.0958e-001 6.9607e-002 1.1102e-001 9.0571e-002 5.2260e-002 7.9097e-002 2.6147e-002 3.5811e-002 1.9495e-002 8.9133e-003 1.2810e-002 2.1358e-003 4.0643e-003 1.7664e-003 5.7336e-005 2.8964e-003 1.1182e-003 3.2549e-003 1.9893e-003
          21 1.9021e-011 3.6483e-008 2.1834e-008 6.0714e-010 1.7425e-005 2.8836e-006 4.8619e-006 8.9005e-004 2.0046e-005 9.5407e-004 8.4872e-003 2.9727e-003 3.7424e-003 1.6142e-002 4.9253e-003 7.4123e-004 8.8280e-004 2.5451e-003 1.3702e-002 8.0587e-003 1.4116e-002 1.3010e-002 1.9181e-003 1.6169e-003 2.9484e-004 6.3127e-003 7.0293e-003 2.6741e-002 2.6715e-002 4.1043e-002 5.1925e-002 5.0273e-002 6.5971e-002 6.0102e-002 6.6158e-002 7.1510e-002 6.2569e-002 8.4456e-002 6.8575e-002 1.0798e-001
