   v'->v''           0           1           2           3           4           5           6           7           8           9
          71 4.4502e-007 2.1380e-008 1.5904e-007 1.2024e-006 3.5428e-007 5.9452e-006 4.6624e-008 1.7744e-005 2.1855e-005 3.6095e-006
          72 4.0475e-007 1.8402e-008 2.0513e-007 1.1592e-006 1.8641e-007 5.7448e-006 4.9545e-009 1.5038e-005 2.2034e-005 4.8018e-006
          73 3.6361e-007 1.5592e-008 2.4868e-007 1.1037e-006 7.8638e-008 5.4868e-006 1.0928e-007 1.2567e-005 2.1831e-005 5.9445e-006
          74 3.2255e-007 1.2986e-008 2.8787e-007 1.0386e-006 1.9887e-008 5.1822e-006 3.1954e-007 1.0345e-005 2.1290e-005 6.9914e-006
          75 2.8253e-007 1.0614e-008 3.2155e-007 9.6669e-007 1.7671e-010 4.8438e-006 6.0109e-007 8.3810e-006 2.0468e-005 7.9133e-006
          76 2.4451e-007 8.5020e-009 3.4934e-007 8.9122e-007 1.0632e-008 4.4866e-006 9.2520e-007 6.6795e-006 1.9440e-005 8.6988e-006
          77 2.0885e-007 6.6512e-009 3.7075e-007 8.1368e-007 4.3523e-008 4.1169e-006 1.2673e-006 5.2239e-006 1.8249e-005 9.3334e-006
          78 1.7607e-007 5.0648e-009 3.8602e-007 7.3636e-007 9.2273e-008 3.7454e-006 1.6085e-006 4.0014e-006 1.6954e-005 9.8202e-006
          79 1.4625e-007 3.7306e-009 3.9508e-007 6.6012e-007 1.5123e-007 3.3758e-006 1.9322e-006 2.9887e-006 1.5587e-005 1.0154e-005
          80 1.1953e-007 2.6369e-009 3.9817e-007 5.8608e-007 2.1555e-007 3.0136e-006 2.2251e-006 2.1658e-006 1.4184e-005 1.0337e-005
          81 9.5629e-008 1.7621e-009 3.9415e-007 5.1333e-007 2.7986e-007 2.6539e-006 2.4671e-006 1.5068e-006 1.2729e-005 1.0335e-005
          82 7.4319e-008 1.0892e-009 3.8081e-007 4.4055e-007 3.3697e-007 2.2895e-006 2.6278e-006 9.9195e-007 1.1191e-005 1.0083e-005
