   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31
          10 2.3135e-009 1.4618e-008 3.7654e-009 3.3443e-009 2.7837e-007 1.1784e-007 3.6928e-007 2.2543e-009 4.2772e-004 4.0984e-002 9.0143e-001 5.6450e-002 7.1176e-004 4.6344e-007 7.4702e-008 2.3640e-007 2.7189e-007 8.4550e-009 8.6648e-009 5.0643e-008 1.1732e-007 7.0963e-008 1.7795e-008 3.0561e-009 8.4282e-010 5.1459e-010 4.5334e-010 4.0490e-010 3.3211e-010 2.4030e-010 1.4204e-010 4.8446e-011
          11 2.5704e-010 5.6026e-009 1.5553e-008 1.3200e-009 3.2981e-008 1.6457e-007 3.7081e-007 6.5080e-008 5.1280e-007 8.9936e-004 5.4894e-002 8.6670e-001 7.6221e-002 1.2825e-003 1.8796e-007 1.0313e-006 2.6048e-007 1.6965e-007 2.1845e-008 4.9292e-009 2.7202e-008 7.7397e-008 5.9268e-008 3.1942e-008 1.7017e-008 1.0172e-008 7.0924e-009 5.0603e-009 3.5181e-009 2.2851e-009 1.2685e-009 4.2054e-010
          12 2.1583e-009 4.3296e-010 3.2413e-009 1.8487e-008 5.9748e-010 9.6130e-008 4.4198e-008 3.3090e-007 7.4164e-008 5.4926e-006 1.7555e-003 7.3006e-002 8.1918e-001 1.0350e-001 2.5308e-003 1.2391e-005 6.2399e-006 4.2651e-007 2.1616e-007 7.3083e-014 6.4802e-008 7.6986e-009 2.3424e-008 4.2223e-008 2.6452e-008 1.4675e-008 9.5984e-009 6.7770e-009 4.8542e-009 3.2965e-009 1.9023e-009 6.4438e-010
          13 5.7658e-010 2.2713e-009 4.0924e-011 1.4489e-008 1.9603e-010 4.4954e-008 7.1187e-008 4.5982e-008 3.1229e-007 3.9691e-007 2.8220e-005 3.3133e-003 9.7256e-002 7.5043e-001 1.4293e-001 5.8356e-003 1.5704e-004 4.1821e-005 2.2848e-006 5.0745e-008 5.2919e-008 6.0941e-008 1.4372e-010 2.0998e-009 5.2852e-010 1.2508e-010 1.3071e-010 2.3739e-010 3.5040e-010 3.7608e-010 2.8152e-010 1.0718e-010
          14 9.8660e-011 3.3958e-010 3.2414e-011 1.0999e-009 2.4424e-013 2.3746e-008 7.3971e-008 7.2429e-009 6.7752e-008 3.3649e-008 1.3327e-007 1.1101e-004 6.2244e-003 1.3103e-001 6.3947e-001 2.0423e-001 1.7062e-002 1.5022e-003 3.4042e-004 3.2759e-005 2.0300e-006 3.4105e-007 2.2660e-007 1.9809e-010 2.9557e-011 3.5945e-009 6.7487e-009 5.8810e-009 3.6544e-009 1.8748e-009 8.2150e-010 2.3561e-010
          15 5.3095e-010 5.9572e-011 1.7078e-010 5.5157e-012 1.2760e-010 1.4729e-009 7.3126e-008 6.7047e-008 2.2130e-008 4.0714e-008 1.3163e-007 6.8654e-007 3.7988e-004 1.1838e-002 1.7576e-001 4.1704e-001 2.9613e-001 6.7961e-002 1.8616e-002 7.5367e-003 2.7810e-003 1.1791e-003 5.3216e-004 1.6909e-004 2.1257e-005 5.1909e-007 3.0963e-008 2.0334e-008 2.2803e-009 5.6259e-011 5.7325e-012 6.1702e-012
          16 6.5828e-012 1.4766e-012 3.1806e-012 1.0244e-013 4.9833e-012 1.1561e-012 7.7568e-010 9.7410e-010 1.8324e-010 5.4324e-010 8.5957e-010 3.2153e-010 2.0174e-006 7.6152e-005 1.2681e-003 5.3697e-003 4.6628e-004 1.2222e-003 5.6713e-003 1.6715e-002 4.6589e-002 1.1689e-001 2.4094e-001 3.4073e-001 2.1026e-001 1.1742e-002 1.3100e-003 2.8996e-004 6.8416e-005 1.2488e-005 1.8336e-006 2.2140e-007
          17 2.7883e-011 8.5998e-012 1.7241e-011 1.3951e-012 4.6305e-011 6.8712e-012 2.9204e-009 4.7865e-009 4.6891e-010 2.8549e-009 1.7881e-009 1.3617e-009 4.3348e-006 2.0083e-004 3.5943e-003 2.1792e-002 3.5825e-004 1.8516e-002 3.5714e-002 5.9264e-002 9.2154e-002 1.0694e-001 5.3479e-002 7.4812e-003 2.9111e-001 3.0101e-001 7.2866e-003 2.0029e-004 3.6133e-004 2.4398e-004 1.0764e-004 3.0611e-005
          18 6.2194e-011 2.2027e-011 4.3838e-011 6.4952e-012 1.6454e-010 6.9710e-011 6.0337e-009 1.1896e-008 6.1037e-010 7.7295e-009 2.0416e-009 1.1150e-008 6.2725e-006 3.4030e-004 6.3485e-003 4.6519e-002 7.3020e-003 5.4887e-002 6.3921e-002 6.3045e-002 4.9732e-002 1.5290e-002 4.0683e-003 5.8424e-002 5.0620e-003 2.6706e-001 3.3622e-001 1.9700e-002 2.0386e-003 2.9742e-006 1.8661e-005 5.8168e-006
          19 4.7797e-011 1.8003e-011 3.6054e-011 7.4177e-012 1.6410e-010 9.0931e-011 4.4295e-009 9.7899e-009 2.9067e-010 6.7400e-009 9.0214e-010 1.3028e-008 3.7563e-006 2.2562e-004 4.3098e-003 3.4787e-002 1.0541e-002 4.5034e-002 3.7047e-002 2.2716e-002 6.9719e-003 6.5390e-004 1.9004e-002 1.6247e-002 1.3921e-002 3.1284e-002 1.4253e-001 4.2342e-001 1.5199e-001 3.8353e-002 7.0428e-004 2.9637e-006
          20 1.5431e-011 5.9438e-012 1.1961e-011 2.8150e-012 5.9104e-011 3.5424e-011 1.4018e-009 3.2588e-009 7.1621e-011 2.3018e-009 2.1529e-010 4.8571e-009 1.0908e-006 6.8587e-005 1.3235e-003 1.1102e-002 4.2116e-003 1.4680e-002 1.0177e-002 4.6589e-003 5.0829e-004 1.5511e-003 7.2906e-003 2.1222e-003 7.6289e-003 1.1383e-003 5.4199e-002 7.3412e-003 1.1672e-001 3.3981e-001 3.5031e-001 6.1016e-002
