   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33
          10 4.2749e-008 7.2277e-008 4.3680e-006 8.2176e-005 7.0387e-004 3.8860e-003 1.5938e-002 5.1410e-002 1.1870e-001 1.4085e-001 5.9699e-003 5.3493e-001 1.2635e-001 1.1524e-003 6.2054e-006 5.6455e-006 2.5125e-006 1.1499e-006 5.8050e-008 2.7168e-008 5.7372e-009 8.7610e-008 8.4809e-008 4.3286e-008 2.3323e-008 1.5075e-008 9.4534e-009 5.2097e-009 3.1939e-009 2.6786e-009 2.1586e-009 1.6226e-009 1.1372e-009 7.5151e-010
          11 4.1745e-008 2.4672e-008 6.3608e-007 1.8901e-005 2.0791e-004 1.3100e-003 5.9317e-003 2.1001e-002 5.9244e-002 1.1814e-001 1.1383e-001 2.7141e-004 5.3173e-001 1.4702e-001 1.2639e-003 2.2993e-005 4.8618e-006 3.0748e-006 1.4770e-006 2.1493e-007 9.1276e-008 3.5146e-009 2.2940e-008 3.9584e-008 2.8568e-008 1.7362e-008 9.9286e-009 5.2159e-009 3.1309e-009 2.5929e-009 2.0717e-009 1.5488e-009 1.0820e-009 7.1358e-010
          12 2.1686e-008 3.8728e-008 1.0056e-007 3.8636e-006 5.9482e-005 4.4070e-004 2.1915e-003 8.4739e-003 2.6435e-002 6.5829e-002 1.1366e-001 8.7648e-002 1.4673e-003 5.2460e-001 1.6789e-001 1.2326e-003 6.1599e-005 3.3023e-006 3.5950e-006 1.7314e-006 5.5197e-007 2.0725e-007 3.4680e-008 1.6045e-010 2.6016e-009 3.8492e-009 3.0145e-009 1.8057e-009 1.1517e-009 9.9284e-010 8.1823e-010 6.2585e-010 4.4425e-010 2.9612e-010
          13 5.2749e-009 5.0474e-008 5.8282e-008 7.9897e-007 1.5381e-005 1.4457e-004 8.1878e-004 3.4075e-003 1.1516e-002 3.1967e-002 7.0650e-002 1.0560e-001 6.3642e-002 7.4868e-003 5.1531e-001 1.8830e-001 9.9054e-004 1.4096e-004 1.2545e-006 3.6539e-006 2.3933e-006 6.4293e-007 4.1787e-007 2.3834e-007 6.4439e-008 8.5957e-009 4.8294e-010 2.3521e-013 3.7902e-011 7.9809e-011 1.0338e-010 1.0225e-010 8.4388e-011 6.1487e-011
          14 1.3220e-010 3.3646e-008 6.6399e-008 2.2184e-007 3.7501e-006 4.5436e-005 3.0544e-004 1.3902e-003 4.9876e-003 1.5000e-002 3.7323e-002 7.3283e-002 9.4507e-002 4.2840e-002 1.6264e-002 5.0604e-001 2.0720e-001 5.2728e-004 2.7671e-004 3.5961e-007 4.2874e-006 3.0162e-006 7.9367e-007 4.5315e-007 3.5315e-007 2.0712e-007 9.7963e-008 4.2991e-008 2.2915e-008 1.7261e-008 1.2691e-008 8.8667e-009 5.8886e-009 3.7497e-009
          15 6.5474e-010 1.1556e-008 5.3954e-008 9.2904e-008 1.0330e-006 1.4008e-005 1.1023e-004 5.7000e-004 2.1944e-003 6.9473e-003 1.8781e-002 4.2126e-002 7.3452e-002 8.1091e-002 2.5919e-002 2.5700e-002 4.9956e-001 2.2299e-001 7.3731e-005 4.2935e-004 1.5665e-005 2.0966e-006 4.2098e-006 1.8434e-006 7.3996e-007 3.3819e-007 1.5945e-007 7.3771e-008 4.1098e-008 3.2173e-008 2.4511e-008 1.7647e-008 1.1992e-008 7.7613e-009
          16 1.7686e-009 1.9856e-009 3.0792e-008 5.4642e-008 3.4879e-007 4.3450e-006 3.9156e-005 2.3103e-004 9.7701e-004 3.2671e-003 9.2826e-003 2.2682e-002 4.5942e-002 7.1008e-002 6.6311e-002 1.3274e-002 3.3732e-002 4.9796e-001 2.3458e-001 1.2935e-004 5.2466e-004 6.4133e-005 6.5623e-007 2.1153e-006 2.2047e-006 1.2708e-006 6.5243e-007 3.1498e-007 1.7940e-007 1.4262e-007 1.1000e-007 7.9926e-008 5.4665e-008 3.5530e-008
          17 2.0194e-009 1.1599e-010 1.6205e-008 4.2768e-008 1.3195e-007 1.3571e-006 1.4233e-005 9.3730e-005 4.3499e-004 1.5652e-003 4.6436e-003 1.1943e-002 2.6482e-002 4.8279e-002 6.5827e-002 5.1078e-002 5.0679e-003 3.9192e-002 5.0191e-001 2.4115e-001 1.6253e-003 4.9332e-004 1.6615e-004 1.7970e-005 1.7302e-007 3.5918e-007 4.6367e-007 2.9524e-007 1.8819e-007 1.6046e-007 1.3035e-007 9.8322e-008 6.8995e-008 4.5605e-008
          18 1.5875e-009 1.0952e-011 9.6932e-009 3.8644e-008 5.9150e-008 4.4359e-007 5.2623e-006 3.8652e-005 1.9541e-004 7.5390e-004 2.3662e-003 6.3314e-003 1.4814e-002 2.9876e-002 4.8793e-002 5.8108e-002 3.6215e-002 9.5154e-004 4.1691e-002 5.1555e-001 2.3729e-001 6.4254e-003 1.6729e-004 2.7009e-004 9.1099e-005 2.0491e-005 4.4983e-006 1.1772e-006 4.5673e-007 2.6714e-007 1.5644e-007 9.0248e-008 5.1657e-008 2.9568e-008
          19 9.3260e-010 1.2467e-010 6.0159e-009 3.3059e-008 3.9547e-008 1.7369e-007 1.9177e-006 1.6072e-005 8.9586e-005 3.6720e-004 1.2187e-003 3.4050e-003 8.2901e-003 1.7690e-002 3.2337e-002 4.7083e-002 4.8321e-002 2.3018e-002 4.0395e-005 3.9209e-002 5.4299e-001 2.1879e-001 1.6582e-002 1.0530e-004 1.4642e-004 1.4361e-004 7.0237e-005 3.0164e-005 1.5783e-005 1.1709e-005 8.4930e-006 5.8698e-006 3.8671e-006 2.4489e-006
          20 3.9180e-010 3.5711e-010 2.9425e-009 2.3825e-008 3.7428e-008 9.2368e-008 7.0213e-007 6.6662e-006 4.1722e-005 1.8333e-004 6.3711e-004 1.8562e-003 4.6853e-003 1.0397e-002 2.0263e-002 3.3258e-002 4.2771e-002 3.6865e-002 1.2466e-002 1.5752e-003 3.1999e-002 5.8657e-001 1.8040e-001 3.2751e-002 2.7027e-003 1.0752e-004 1.1851e-006 9.8952e-006 9.8886e-006 1.0412e-005 9.6190e-006 7.8501e-006 5.7777e-006 3.9294e-006
          21 9.5543e-011 6.7518e-010 7.8993e-010 1.4115e-008 3.7112e-008 6.3260e-008 2.8478e-007 2.8102e-006 1.9668e-005 9.4169e-005 3.4220e-004 1.0331e-003 2.6897e-003 6.1790e-003 1.2513e-002 2.2109e-002 3.2325e-002 3.6065e-002 2.5168e-002 4.8661e-003 4.3610e-003 2.0846e-002 6.4856e-001 1.1776e-001 4.9080e-002 1.1184e-002 2.6557e-003 7.5585e-004 3.1270e-004 1.9396e-004 1.2049e-004 7.3398e-005 4.3965e-005 2.6044e-005
          22 3.2700e-012 9.1790e-010 1.7426e-011 7.0411e-009 3.2599e-008 4.7957e-008 1.4136e-007 1.2554e-006 9.4924e-006 4.9654e-005 1.8999e-004 5.9228e-004 1.5822e-003 3.7348e-003 7.8001e-003 1.4416e-002 2.2748e-002 2.9379e-002 2.7540e-002 1.4500e-002 8.8200e-004 7.1485e-003 7.9130e-003 7.2572e-001 3.8516e-002 4.6983e-002 1.9771e-002 7.7635e-003 3.8744e-003 2.7786e-003 1.9604e-003 1.3261e-003 8.6011e-004 5.3893e-004
          23 1.3715e-011 9.6697e-010 1.8286e-010 3.0723e-009 2.4922e-008 3.6665e-008 8.6197e-008 6.1603e-007 4.7915e-006 2.6972e-005 1.0917e-004 3.5147e-004 9.6093e-004 2.3115e-003 4.9547e-003 9.4331e-003 1.5652e-002 2.1990e-002 2.4362e-002 1.8364e-002 6.3947e-003 3.1143e-005 9.0191e-003 9.0420e-006 7.7988e-001 2.0569e-003 1.1975e-002 1.0414e-002 6.8630e-003 5.8048e-003 4.6149e-003 3.3973e-003 2.3341e-003 1.5185e-003
          24 5.1437e-011 8.7067e-010 6.0721e-010 1.2252e-009 1.7580e-008 2.8260e-008 6.1235e-008 3.4125e-007 2.6179e-006 1.5508e-005 6.6291e-005 2.2060e-004 6.1680e-004 1.5056e-003 3.2921e-003 6.4078e-003 1.1032e-002 1.6313e-002 2.0012e-002 1.8302e-002 1.0374e-002 1.7358e-003 9.3520e-004 1.0692e-002 2.4924e-002 6.5628e-001 1.1373e-001 1.5545e-002 3.0279e-003 7.1734e-004 8.2507e-005 8.6778e-007 3.1122e-005 4.8815e-005
          25 8.4642e-011 7.0259e-010 9.3798e-010 4.3621e-010 1.1778e-008 2.1895e-008 4.6860e-008 2.0847e-007 1.5363e-006 9.3846e-006 4.2105e-005 1.4482e-004 4.1395e-004 1.0246e-003 2.2732e-003 4.5038e-003 7.9717e-003 1.2222e-002 1.5996e-002 1.6481e-002 1.1964e-002 4.4953e-003 1.0131e-004 1.6974e-003 1.9359e-002 1.5203e-001 2.1048e-001 1.5144e-001 8.2083e-002 5.8434e-002 3.9556e-002 2.5396e-002 1.5694e-002 9.4678e-003
          26 1.0392e-010 5.1803e-010 1.0781e-009 1.2735e-010 7.5924e-009 1.6948e-008 3.6618e-008 1.3581e-007 9.5032e-007 5.8976e-006 2.7541e-005 9.7752e-005 2.8540e-004 7.1676e-004 1.6075e-003 3.2316e-003 5.8358e-003 9.2079e-003 1.2593e-002 1.4034e-002 1.1808e-002 6.3623e-003 1.2576e-003 1.2685e-004 8.2494e-004 7.1110e-002 2.7881e-001 8.3653e-003 2.1909e-003 1.1163e-002 1.7254e-002 1.7744e-002 1.4632e-002 1.0551e-002
          27 1.0844e-010 3.5294e-010 1.0467e-009 2.4394e-011 4.7590e-009 1.3027e-008 2.8414e-008 9.1830e-008 6.0934e-007 3.8073e-006 1.8343e-005 6.6976e-005 1.9940e-004 5.0812e-004 1.1496e-003 2.3383e-003 4.2826e-003 6.9165e-003 9.7628e-003 1.1488e-002 1.0628e-002 6.9954e-003 2.5031e-003 1.0946e-004 4.7644e-004 1.6114e-003 2.5384e-001 5.2367e-002 6.0942e-002 4.7564e-002 2.9199e-002 1.5625e-002 7.8912e-003 3.9752e-003
          28 1.0037e-010 2.2334e-010 8.9920e-010 8.9714e-013 2.9137e-009 9.8103e-009 2.1448e-008 6.2729e-008 3.9666e-007 2.4843e-006 1.2248e-005 4.5814e-005 1.3873e-004 3.5837e-004 8.1694e-004 1.6770e-003 3.1015e-003 5.1013e-003 7.3708e-003 9.0170e-003 8.8949e-003 6.5997e-003 3.1250e-003 5.9342e-004 1.6234e-005 1.2554e-003 6.1413e-002 3.0446e-001 6.2917e-002 8.0261e-003 6.4931e-005 2.9372e-003 4.6184e-003 4.2783e-003
          29 8.2782e-011 1.3127e-010 6.9119e-010 1.7132e-012 1.7321e-009 7.0565e-009 1.5365e-008 4.1910e-008 2.5461e-007 1.5960e-006 7.9974e-006 3.0492e-005 9.3629e-005 2.4465e-004 5.6133e-004 1.1603e-003 2.1605e-003 3.6020e-003 5.2938e-003 6.6569e-003 6.8643e-003 5.4906e-003 3.0379e-003 9.1501e-004 4.3948e-005 5.3983e-005 1.3160e-002 2.9917e-001 2.1785e-002 7.7058e-002 6.8007e-002 4.1402e-002 2.2028e-002 1.1364e-002
          30 5.9066e-011 7.0688e-011 4.6502e-010 5.0520e-012 9.7119e-010 4.6195e-009 9.9895e-009 2.6025e-008 1.5340e-007 9.6203e-007 4.8727e-006 1.8838e-005 5.8447e-005 1.5405e-004 3.5528e-004 7.3801e-004 1.3805e-003 2.3229e-003 3.4540e-003 4.4247e-003 4.6994e-003 3.9407e-003 2.3885e-003 8.8837e-004 1.1799e-004 2.8099e-006 7.3464e-005 1.2639e-001 3.5956e-001 5.8633e-002 2.7645e-004 6.3724e-003 1.1138e-002 1.0119e-002
          31 3.3388e-011 3.2789e-011 2.5241e-010 4.7502e-012 4.7115e-010 2.4878e-009 5.3471e-009 1.3561e-008 7.8392e-008 4.9186e-007 2.5069e-006 9.7765e-006 3.0532e-005 8.0922e-005 1.8726e-004 3.9018e-004 7.3191e-004 1.2384e-003 1.8544e-003 2.4019e-003 2.5960e-003 2.2369e-003 1.4257e-003 5.8839e-004 1.1064e-004 4.7659e-007 1.3650e-006 4.9926e-003 3.8041e-001 2.7732e-001 6.4331e-002 1.9084e-002 3.7648e-003 4.3671e-004
          32 1.2613e-011 1.1197e-011 9.3435e-011 2.1767e-012 1.6545e-010 9.1984e-010 1.9704e-009 4.9365e-009 2.8269e-008 1.7742e-007 9.0687e-007 3.5511e-006 1.1125e-005 2.9563e-005 6.8529e-005 1.4299e-004 2.6858e-004 4.5559e-004 6.8443e-004 8.9104e-004 9.7082e-004 8.4692e-004 5.5190e-004 2.3803e-004 5.0981e-005 1.1533e-006 1.8439e-006 2.6968e-004 7.3063e-004 3.4868e-001 5.2342e-001 6.7649e-003 2.0727e-002 2.9631e-003
