   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33
          10 7.5868e-009 2.7472e-007 5.2754e-006 6.1714e-005 5.3868e-004 3.5668e-003 1.7431e-002 6.1103e-002 1.3392e-001 1.2183e-001 4.2467e-004 4.6982e-001 1.8645e-001 4.8029e-003 4.4927e-005 9.6031e-007 4.0164e-008 2.3710e-008 3.0342e-008 1.0402e-008 8.2134e-010 7.2452e-009 1.1295e-009 1.1872e-009 2.1187e-009 8.5706e-010 1.8483e-010 3.0822e-011 5.9844e-012 1.0344e-012 1.3328e-015 2.9247e-013 6.2589e-013 6.8315e-013
          11 2.5502e-009 5.3957e-008 1.3499e-006 1.7176e-005 1.5469e-004 1.0792e-003 5.8545e-003 2.3945e-002 7.0813e-002 1.2960e-001 9.0360e-002 6.4305e-003 4.5414e-001 2.1227e-001 5.2183e-003 1.0890e-004 9.4080e-007 1.4584e-007 2.8911e-008 1.8320e-008 4.6950e-009 8.5556e-010 3.6365e-009 1.7417e-009 1.2821e-011 5.2022e-010 5.0061e-010 2.7737e-010 1.6121e-010 1.2717e-010 9.6111e-011 6.8159e-011 4.5590e-011 2.9119e-011
          12 7.1842e-010 1.7596e-008 3.3424e-007 4.9085e-006 4.7781e-005 3.4020e-004 1.9449e-003 8.8884e-003 3.1035e-002 7.8388e-002 1.2029e-001 6.2442e-002 1.7199e-002 4.3670e-001 2.3732e-001 5.1641e-003 2.4257e-004 4.0982e-007 3.8117e-007 5.1809e-008 6.9877e-009 2.5887e-009 7.6897e-010 2.3107e-009 2.8378e-009 7.3221e-010 6.4522e-011 1.6948e-013 3.3435e-012 8.9430e-012 1.2882e-011 1.3557e-011 1.1630e-011 8.6797e-012
          13 8.4859e-011 1.0724e-008 1.1552e-007 1.5228e-006 1.4883e-005 1.1192e-004 6.6723e-004 3.2406e-003 1.2687e-002 3.8225e-002 8.3121e-002 1.0699e-001 3.9352e-002 2.9947e-002 4.1997e-001 2.6074e-001 4.4270e-003 4.9968e-004 1.6899e-007 9.4862e-007 7.2763e-008 8.8798e-011 1.7319e-009 7.2706e-010 2.2682e-011 2.8149e-010 2.5546e-010 1.4392e-010 8.5865e-011 6.9644e-011 5.4194e-011 3.9483e-011 2.6998e-011 1.7528e-011
          14 3.6000e-013 4.4348e-009 5.5697e-008 5.4133e-007 4.7946e-006 3.8087e-005 2.3930e-004 1.2065e-003 5.0435e-003 1.7158e-002 4.5000e-002 8.4516e-002 9.0897e-002 2.1735e-002 4.2196e-002 4.0674e-001 2.8137e-001 2.9251e-003 9.2682e-004 8.7307e-006 1.3976e-006 4.5332e-007 5.5845e-009 4.1828e-010 4.4313e-016 7.7615e-011 7.2534e-011 4.1694e-011 2.5547e-011 2.1320e-011 1.7093e-011 1.2799e-011 8.9474e-012 5.9035e-012
          15 7.0076e-014 4.6121e-010 2.1586e-008 2.0024e-007 1.7861e-006 1.3769e-005 8.7645e-005 4.6384e-004 2.0290e-003 7.4056e-003 2.2075e-002 5.0750e-002 8.2451e-002 7.3390e-002 9.6477e-003 5.1819e-002 4.0013e-001 2.9711e-001 1.0715e-003 1.4741e-003 5.8569e-005 6.0356e-008 1.5313e-006 2.7170e-007 1.5861e-008 1.3373e-009 4.3263e-010 2.0135e-010 1.1204e-010 8.5911e-011 6.3134e-011 4.3543e-011 2.8410e-011 1.7793e-011
          16 2.5459e-012 2.8763e-011 4.4434e-009 6.9104e-008 7.4664e-007 5.3678e-006 3.3455e-005 1.8301e-004 8.3871e-004 3.2123e-003 1.0343e-002 2.7166e-002 5.4945e-002 7.7228e-002 5.6046e-002 2.7239e-003 5.7075e-002 4.0319e-001 3.0481e-001 3.2741e-008 1.9956e-003 2.2126e-004 5.0521e-006 4.3414e-007 5.8352e-007 2.6404e-007 1.0838e-007 4.5485e-008 2.3961e-008 1.7992e-008 1.3235e-008 9.2676e-009 6.1706e-009 3.9378e-009
          17 5.7227e-012 3.3697e-011 4.7753e-010 2.3962e-008 2.9567e-007 2.1763e-006 1.3853e-005 7.5273e-005 3.5453e-004 1.4252e-003 4.8260e-003 1.3779e-002 3.2041e-002 5.6992e-002 6.9175e-002 4.0116e-002 1.2960e-004 5.6885e-002 4.1909e-001 2.9997e-001 2.4107e-003 2.0015e-003 6.2332e-004 7.0125e-005 3.5432e-006 3.1808e-009 9.3237e-008 8.9305e-008 6.3418e-008 5.6873e-008 4.7541e-008 3.6422e-008 2.5767e-008 1.7104e-008
          18 2.1976e-012 5.6422e-011 2.2308e-010 1.0512e-008 1.0369e-007 8.9144e-007 6.0936e-006 3.2807e-005 1.5481e-004 6.4111e-004 2.2773e-003 6.8771e-003 1.7476e-002 3.6115e-002 5.6428e-002 5.8749e-002 2.6318e-002 5.4715e-004 5.0630e-002 4.5390e-001 2.7405e-001 1.3424e-002 8.1278e-004 1.0718e-003 3.4398e-004 8.3363e-005 2.1016e-005 6.3051e-006 2.7127e-006 1.7425e-006 1.1199e-006 7.0335e-007 4.3180e-007 2.6047e-007
          19 8.4534e-015 3.4101e-010 6.3265e-010 6.1648e-009 3.8562e-008 3.8430e-007 2.7110e-006 1.5048e-005 7.1477e-005 2.9750e-004 1.0948e-003 3.4650e-003 9.3697e-003 2.1247e-002 3.9003e-002 5.3517e-002 4.7346e-002 1.5691e-002 2.8346e-003 3.7858e-002 5.1151e-001 2.1570e-001 3.8638e-002 2.9777e-004 6.0321e-004 5.7866e-004 2.8829e-004 1.2627e-004 6.6937e-005 5.0168e-005 3.6714e-005 2.5557e-005 1.6927e-005 1.0758e-005
          20 3.5390e-013 3.8535e-010 1.0168e-009 3.7400e-009 2.0014e-008 1.8271e-007 1.1987e-006 7.0346e-006 3.4399e-005 1.4424e-004 5.3796e-004 1.7641e-003 5.0065e-003 1.2123e-002 2.4605e-002 3.9954e-002 4.7982e-002 3.5707e-002 8.2140e-003 6.0025e-003 2.0026e-002 5.9215e-001 1.2152e-001 7.1872e-002 9.9028e-003 5.7839e-004 1.3281e-007 2.2694e-005 2.7846e-005 3.1961e-005 3.1126e-005 2.6275e-005 1.9761e-005 1.3623e-005
          21 6.4308e-014 1.6143e-010 7.6381e-010 1.8641e-009 1.4255e-008 9.6305e-008 5.6066e-007 3.3806e-006 1.7071e-005 7.3550e-005 2.7581e-004 9.2267e-004 2.7104e-003 6.9171e-003 1.5008e-002 2.7174e-002 3.9006e-002 4.0655e-002 2.5150e-002 3.4829e-003 9.6457e-003 3.3107e-003 6.7402e-001 2.2093e-002 7.4226e-002 3.2654e-002 1.0759e-002 3.6564e-003 1.6686e-003 1.1140e-003 7.3714e-004 4.7265e-004 2.9425e-004 1.7909e-004
          22 5.4600e-013 9.6156e-012 2.4725e-010 6.7904e-010 1.0352e-008 5.2787e-008 2.9327e-007 1.7074e-006 8.6811e-006 3.8603e-005 1.4693e-004 4.9716e-004 1.4939e-003 3.9548e-003 9.0483e-003 1.7623e-002 2.8263e-002 3.5852e-002 3.2220e-002 1.6064e-002 1.1144e-003 1.4418e-002 4.7085e-003 6.8537e-001 1.8245e-002 1.5506e-002 2.1352e-002 1.2756e-002 7.6895e-003 6.2442e-003 4.8480e-003 3.5197e-003 2.3986e-003 1.5530e-003
          23 3.2796e-012 2.1417e-011 8.3495e-012 1.7526e-010 6.3136e-009 2.8630e-008 1.7191e-007 9.2945e-007 4.6183e-006 2.0786e-005 8.1008e-005 2.7745e-004 8.4780e-004 2.2953e-003 5.4710e-003 1.1233e-002 1.9484e-002 2.7776e-002 3.0835e-002 2.3520e-002 9.2607e-003 2.3879e-004 2.4017e-002 5.8395e-002 4.9547e-001 1.5660e-001 2.2772e-002 2.6506e-003 3.3881e-004 1.5990e-005 2.4776e-005 9.1870e-005 1.2096e-004 1.1024e-004
          24 6.5186e-012 7.4248e-011 3.8956e-011 3.4287e-011 3.0176e-009 1.5052e-008 1.0567e-007 5.3674e-007 2.5826e-006 1.1472e-005 4.5626e-005 1.5866e-004 4.9219e-004 1.3549e-003 3.3195e-003 7.0935e-003 1.3047e-002 2.0084e-002 2.5288e-002 2.4199e-002 1.5461e-002 4.5725e-003 9.5831e-005 4.9963e-002 1.8478e-001 1.3266e-001 1.5123e-001 7.5277e-002 4.0261e-002 2.9686e-002 2.1142e-002 1.4287e-002 9.2192e-003 5.7437e-003
          25 7.9714e-012 8.4489e-011 1.0771e-010 8.2385e-012 1.1237e-009 7.8062e-009 6.4102e-008 3.1850e-007 1.5035e-006 6.5152e-006 2.6131e-005 9.2218e-005 2.8993e-004 8.1104e-004 2.0227e-003 4.4511e-003 8.5314e-003 1.3900e-002 1.8989e-002 2.0718e-002 1.6876e-002 8.7832e-003 1.8416e-003 6.5702e-004 1.2627e-001 2.5995e-001 6.2685e-003 4.5845e-003 8.9058e-003 1.1775e-002 1.2284e-002 1.0740e-002 8.2243e-003 5.7229e-003
          26 7.1833e-012 5.9382e-011 1.1177e-010 5.4325e-012 3.3537e-010 4.1051e-009 3.7270e-008 1.8826e-007 8.8913e-007 3.7778e-006 1.5109e-005 5.3886e-005 1.7116e-004 4.8589e-004 1.2272e-003 2.7560e-003 5.4279e-003 9.2174e-003 1.3319e-002 1.5780e-002 1.4678e-002 9.9961e-003 4.1021e-003 4.9959e-004 6.9059e-003 3.0008e-001 1.0105e-001 6.0321e-002 2.7030e-002 1.5896e-002 8.7181e-003 4.5185e-003 2.2957e-003 1.1798e-003
          27 5.1686e-012 3.0933e-011 7.5686e-011 6.3157e-012 8.6222e-011 2.1936e-009 2.0552e-008 1.0766e-007 5.1509e-007 2.1705e-006 8.6154e-006 3.0894e-005 9.8777e-005 2.8350e-004 7.2299e-004 1.6453e-003 3.2975e-003 5.7568e-003 8.6355e-003 1.0788e-002 1.0862e-002 8.4316e-003 4.5904e-003 1.3338e-003 3.7955e-005 4.4592e-002 4.7323e-001 4.7555e-003 3.2826e-003 9.5486e-003 1.1758e-002 1.0496e-002 7.8865e-003 5.3533e-003
          28 3.5371e-012 1.4986e-011 4.5411e-011 7.2347e-012 2.3262e-011 1.3016e-009 1.2037e-008 6.5548e-008 3.1860e-007 1.3423e-006 5.2893e-006 1.9007e-005 6.1001e-005 1.7631e-004 4.5291e-004 1.0396e-003 2.1074e-003 3.7450e-003 5.7546e-003 7.4361e-003 7.8693e-003 6.5719e-003 4.0806e-003 1.6834e-003 2.6458e-004 3.8282e-005 1.7365e-001 3.0001e-001 1.1496e-001 4.6369e-002 1.5581e-002 4.4862e-003 1.1452e-003 2.6760e-004
          29 2.5578e-012 7.4706e-012 2.7907e-011 7.9607e-012 6.8476e-012 8.8400e-010 7.9011e-009 4.4611e-008 2.2016e-007 9.3100e-007 3.6469e-006 1.3111e-005 4.2178e-005 1.2246e-004 3.1639e-004 7.3072e-004 1.4937e-003 2.6875e-003 4.1995e-003 5.5561e-003 6.0862e-003 5.3386e-003 3.5877e-003 1.7234e-003 4.7245e-004 4.9831e-005 5.2208e-003 4.0358e-001 6.3726e-003 6.1235e-002 6.8654e-002 4.9993e-002 3.1063e-002 1.8211e-002
          30 1.8480e-012 3.5858e-012 1.6824e-011 8.0356e-012 1.9985e-012 6.2715e-010 5.3700e-009 3.1312e-008 1.5664e-007 6.6592e-007 2.5967e-006 9.3331e-006 3.0069e-005 8.7569e-005 2.2728e-004 5.2742e-004 1.0851e-003 1.9703e-003 3.1172e-003 4.1962e-003 4.7143e-003 4.2860e-003 3.0414e-003 1.5969e-003 5.5022e-004 7.6568e-005 5.8495e-004 9.9273e-002 3.3939e-001 1.0814e-001 8.7362e-003 8.4064e-004 5.5537e-003 6.7218e-003
          31 1.3067e-012 1.6285e-012 9.8724e-012 7.3727e-012 5.6910e-013 4.4642e-010 3.6595e-009 2.1923e-008 1.1093e-007 4.7423e-007 1.8432e-006 6.6208e-006 2.1351e-005 6.2304e-005 1.6229e-004 3.7798e-004 7.8155e-004 1.4289e-003 2.2813e-003 3.1106e-003 3.5602e-003 3.3229e-003 2.4508e-003 1.3671e-003 5.3874e-004 1.0150e-004 2.4263e-005 1.5160e-002 3.4115e-001 6.5814e-002 1.2597e-001 6.9211e-002 2.8500e-002 1.1096e-002
          32 8.8731e-013 6.9970e-013 5.6210e-012 6.0863e-012 1.6096e-013 3.0861e-010 2.4344e-009 1.4897e-008 7.6049e-008 3.2675e-007 1.2671e-006 4.5486e-006 1.4677e-005 4.2885e-005 1.1201e-004 2.6159e-004 5.4290e-004 9.9753e-004 1.6031e-003 2.2062e-003 2.5588e-003 2.4337e-003 1.8442e-003 1.0730e-003 4.6043e-004 1.1258e-004 1.7910e-005 1.2232e-004 9.7408e-002 4.5091e-001 1.6908e-004 3.2296e-002 3.8516e-002 2.7638e-002
          33 5.5658e-013 2.8528e-013 3.0407e-012 4.3776e-012 4.6685e-014 1.9740e-010 1.5113e-009 9.3907e-009 4.8244e-008 2.0809e-007 8.0581e-007 2.8912e-006 9.3327e-006 2.7290e-005 7.1414e-005 1.6710e-004 3.4769e-004 6.4104e-004 1.0348e-003 1.4331e-003 1.6771e-003 1.6155e-003 1.2464e-003 7.4581e-004 3.3719e-004 9.5864e-005 1.9890e-005 1.4865e-007 9.2316e-004 1.8424e-001 5.0694e-001 1.0892e-002 1.0858e-003 5.0687e-003
          34 2.8773e-013 1.0544e-013 1.4180e-012 2.4605e-012 1.3688e-014 1.0357e-010 7.7772e-010 4.8786e-009 2.5161e-008 1.0881e-007 4.2100e-007 1.5099e-006 4.8752e-006 1.4262e-005 3.7364e-005 8.7528e-005 1.8241e-004 3.3701e-004 5.4551e-004 7.5831e-004 8.9216e-004 8.6590e-004 6.7522e-004 4.1075e-004 1.9114e-004 5.8630e-005 1.2875e-005 5.8332e-006 1.4250e-004 7.8255e-004 1.7482e-001 6.6328e-001 5.3782e-004 7.9971e-004
