   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31
          10 1.1794e-009 4.5109e-009 3.1343e-010 2.5730e-009 4.5795e-008 1.2150e-008 9.0329e-010 1.5268e-005 8.9096e-004 2.9228e-002 9.3188e-001 3.7967e-002 1.9326e-005 1.0434e-006 3.8285e-007 2.6587e-007 8.4168e-009 8.9362e-008 7.8187e-009 3.1307e-010 1.0321e-008 1.0929e-008 1.4962e-009 9.3118e-011 4.3049e-010 2.6096e-010 9.9888e-011 2.1944e-011 9.5717e-013 1.1674e-012 3.0273e-012 1.6085e-012
          11 5.1346e-010 1.3734e-009 1.0509e-009 1.1330e-009 8.3967e-013 8.0733e-008 5.2107e-009 1.2878e-007 3.1425e-005 1.3221e-003 3.4564e-002 9.1889e-001 4.5156e-002 3.7202e-005 1.2444e-006 3.8919e-007 3.8121e-007 2.1211e-008 1.1565e-007 1.1534e-008 3.5343e-011 1.0799e-008 2.0860e-008 9.1020e-009 1.3811e-009 3.9178e-011 5.1932e-011 1.5305e-010 1.7264e-010 1.3651e-010 8.1849e-011 2.7830e-011
          12 1.8645e-009 1.6971e-009 2.1071e-010 3.9484e-009 5.7496e-010 1.1098e-010 1.1740e-007 2.7461e-008 4.7458e-007 6.0113e-005 1.9075e-003 4.0254e-002 9.0469e-001 5.3006e-002 7.4506e-005 1.6893e-006 5.0293e-007 3.0751e-007 5.9098e-008 1.8667e-007 2.6041e-008 2.0608e-011 2.6633e-009 1.2690e-008 1.1968e-008 7.0875e-009 4.0443e-009 2.2272e-009 1.2026e-009 6.3384e-010 3.0446e-010 9.3837e-011
          13 1.3645e-010 2.1349e-009 1.5299e-009 8.2040e-012 1.8069e-009 1.1506e-009 1.1723e-009 5.4520e-008 5.3807e-010 1.6708e-006 1.0803e-004 2.6831e-003 4.6088e-002 8.8974e-001 6.1227e-002 1.4837e-004 1.4474e-006 1.0724e-006 3.8990e-007 5.5856e-009 1.9599e-007 1.1439e-007 1.4573e-008 4.3688e-009 5.4077e-009 5.3937e-009 4.5681e-009 3.3760e-009 2.2568e-009 1.3772e-009 7.2384e-010 2.3274e-010
          14 5.7580e-010 5.1738e-012 4.6072e-011 3.9996e-009 7.4840e-010 6.9881e-009 2.3284e-009 1.7087e-008 1.3771e-007 3.0026e-008 5.0867e-006 1.8632e-004 3.7043e-003 5.1655e-002 8.7431e-001 6.9888e-002 2.5311e-004 2.2572e-007 1.3522e-006 8.8131e-007 5.9807e-008 1.0063e-007 5.2559e-008 1.4621e-008 1.0380e-008 1.1613e-008 1.2723e-008 1.2093e-008 1.0000e-008 7.1836e-009 4.2100e-009 1.4289e-009
          15 9.4880e-010 5.5113e-010 4.7802e-010 7.0566e-010 2.0685e-009 4.6067e-011 1.5458e-008 1.4746e-008 8.6437e-009 1.3528e-007 8.3441e-008 1.2056e-005 3.0842e-004 5.0016e-003 5.6960e-002 8.5765e-001 7.9639e-002 4.2688e-004 3.7019e-009 1.0533e-006 8.3150e-007 2.1026e-007 1.9448e-007 9.5991e-008 2.9906e-008 1.1838e-008 7.2595e-009 5.4831e-009 4.3067e-009 3.1424e-009 1.8944e-009 6.5464e-010
          16 1.6822e-010 1.7052e-010 2.2398e-010 8.4802e-010 1.7232e-011 3.3123e-009 5.8192e-010 5.9647e-009 9.2428e-009 1.4056e-008 4.0112e-008 5.5930e-007 2.5305e-005 5.0525e-004 6.5073e-003 6.2543e-002 8.4038e-001 8.9256e-002 7.7507e-004 8.6415e-007 1.0472e-006 1.0913e-006 4.3592e-007 2.4138e-007 1.0210e-007 4.0286e-008 1.9145e-008 1.0435e-008 6.2763e-009 3.8525e-009 2.1122e-009 7.0083e-010
          17 8.3057e-011 1.1141e-010 7.4990e-011 1.3322e-009 5.3346e-010 3.1343e-010 3.3851e-009 5.7746e-010 3.0553e-008 1.2498e-008 3.1083e-008 2.6141e-008 2.2942e-006 4.8653e-005 8.0869e-004 8.3272e-003 6.6946e-002 8.2418e-001 9.8302e-002 1.3796e-003 4.8555e-006 3.3225e-007 1.1198e-006 2.5026e-007 1.8775e-007 1.9499e-007 1.7449e-007 1.3229e-007 8.9169e-008 5.4503e-008 2.8647e-008 9.2108e-009
          18 4.4002e-010 5.5646e-010 5.1722e-010 3.8586e-011 1.7677e-010 7.0809e-010 9.5014e-010 1.3728e-010 7.1026e-009 4.1421e-008 3.8477e-008 2.4433e-008 1.5257e-009 6.0543e-006 9.8762e-005 1.2144e-003 1.0550e-002 6.9841e-002 8.0988e-001 1.0578e-001 2.5881e-003 2.8896e-005 7.8200e-008 9.2624e-007 3.7814e-007 2.1362e-007 1.7360e-007 1.4497e-007 1.1194e-007 7.7090e-008 4.4040e-008 1.4767e-008
          19 4.0809e-010 3.9781e-010 3.9392e-010 5.2528e-010 6.6480e-011 6.8945e-010 5.5099e-010 2.2989e-010 1.6786e-010 1.6382e-008 3.1897e-008 3.0795e-008 1.9506e-008 2.6922e-007 1.3022e-005 1.8933e-004 1.8076e-003 1.2952e-002 7.0369e-002 7.9995e-001 1.0986e-001 4.7438e-003 1.2262e-004 1.2274e-006 2.8852e-007 3.1886e-007 2.2690e-007 1.6331e-007 1.1782e-007 7.9828e-008 4.5750e-008 1.5417e-008
          20 1.3880e-010 4.2701e-011 5.5528e-011 9.4563e-010 3.1998e-010 3.2076e-014 1.3105e-009 8.5241e-011 2.0160e-010 4.2767e-010 1.3533e-008 4.5290e-008 2.7022e-008 6.3809e-009 1.0951e-006 3.2305e-005 3.3134e-004 2.5698e-003 1.5676e-002 6.7498e-002 7.9687e-001 1.0782e-001 8.6567e-003 4.9590e-004 3.1334e-005 2.0551e-006 7.9771e-008 7.3244e-009 3.8802e-008 4.4363e-008 3.1388e-008 1.1472e-008
          21 3.4345e-012 5.4716e-011 2.2692e-011 4.2951e-010 1.7438e-010 4.4618e-010 1.6755e-010 5.7895e-012 7.1329e-010 4.6099e-012 5.9413e-009 2.7385e-008 4.9607e-008 7.8979e-009 1.5978e-007 4.4033e-006 7.1472e-005 5.6993e-004 3.6300e-003 1.8140e-002 6.0145e-002 8.0471e-001 9.5293e-002 1.5209e-002 1.8131e-003 3.1612e-004 7.4223e-005 2.0100e-005 6.2069e-006 2.1616e-006 7.8963e-007 2.1241e-007
          22 3.2567e-011 2.6975e-010 1.3965e-010 2.3995e-011 6.6057e-012 6.2283e-010 2.0690e-010 9.1594e-011 2.2269e-009 7.9004e-010 4.4656e-009 1.0550e-008 3.7820e-008 6.6244e-008 2.7492e-008 6.8314e-007 1.3357e-005 1.4816e-004 9.2531e-004 4.8728e-003 2.0162e-002 4.7203e-002 8.2934e-001 6.4879e-002 2.3286e-002 5.8702e-003 1.9135e-003 7.0746e-004 2.8684e-004 1.2423e-004 5.2878e-005 1.5393e-005
          23 9.4232e-011 3.8300e-010 1.8224e-010 6.0025e-011 3.9951e-011 2.8669e-010 7.7117e-010 9.7334e-011 1.4516e-009 2.8031e-009 3.8435e-009 5.3531e-009 1.5143e-008 8.4348e-008 3.3087e-009 1.1863e-007 2.8886e-006 3.8307e-005 2.8252e-004 1.4548e-003 6.2999e-003 2.1173e-002 2.7333e-002 8.7411e-001 1.7281e-002 2.4631e-002 1.2910e-002 6.1725e-003 2.9573e-003 1.4320e-003 6.5328e-004 1.9661e-004
          24 1.1540e-010 3.4331e-010 1.4171e-010 2.0508e-010 1.1492e-010 3.7230e-011 7.5227e-010 4.2386e-011 3.1120e-010 2.9610e-009 2.7414e-009 4.4343e-009 5.7025e-009 4.7113e-008 3.5277e-008 7.4030e-009 8.9686e-007 1.1072e-005 9.0695e-005 5.0932e-004 2.1745e-003 7.6130e-003 2.0654e-002 4.6593e-003 9.0635e-001 7.1383e-003 6.0024e-003 1.0220e-002 8.0315e-003 5.0089e-003 2.6109e-003 8.3282e-004
          25 9.5228e-011 2.2960e-010 8.0230e-011 2.4046e-010 1.2375e-010 4.2604e-012 4.0442e-010 7.8007e-012 4.8286e-013 1.6841e-009 1.5438e-009 3.8492e-009 3.3254e-009 1.6450e-008 4.3534e-008 1.7743e-009 2.9282e-007 3.6626e-006 3.1287e-005 1.8824e-004 8.4599e-004 2.9157e-003 7.9930e-003 1.8335e-002 1.2915e-002 8.4790e-001 6.9807e-002 4.1695e-003 1.1920e-004 1.1850e-003 1.1821e-003 4.7227e-004
          26 6.2174e-011 1.2821e-010 3.8009e-011 1.8356e-010 8.8047e-011 3.4133e-011 1.5431e-010 1.8196e-013 5.6783e-011 6.8091e-010 7.5751e-010 2.7934e-009 2.6041e-009 4.9495e-009 3.0726e-008 6.2747e-009 8.6414e-008 1.3413e-006 1.2300e-005 7.5752e-005 3.4994e-004 1.2349e-003 3.3522e-003 7.2760e-003 1.2771e-002 8.6990e-002 7.7303e-001 6.4434e-002 2.1521e-002 4.8775e-003 9.9797e-004 1.7512e-004
          27 2.8011e-011 5.2128e-011 1.3623e-011 8.8587e-011 4.0393e-011 3.1138e-011 4.2285e-011 2.0839e-013 6.5316e-011 1.9990e-010 2.8570e-010 1.3478e-009 1.4829e-009 1.3425e-009 1.3867e-008 4.3515e-009 2.0878e-008 4.3198e-007 4.3035e-006 2.6700e-005 1.2375e-004 4.4459e-004 1.2253e-003 2.4602e-003 5.2529e-003 3.9666e-004 8.8150e-002 8.3462e-001 5.3422e-003 4.3305e-002 2.1201e-003 7.5941e-004
          28 2.1189e-012 3.8350e-012 9.6616e-013 6.8029e-012 3.0579e-012 2.7266e-012 2.7202e-012 3.1667e-014 5.8892e-012 1.3215e-011 2.0642e-011 1.0372e-010 1.2022e-010 8.9236e-011 1.0461e-009 3.5680e-010 1.3075e-009 2.9985e-008 3.0697e-007 1.9083e-006 8.8391e-006 3.1887e-005 8.8297e-005 1.7560e-004 3.6505e-004 1.4004e-004 4.5297e-003 8.0712e-003 1.1010e-001 2.3245e-001 4.8395e-001 1.4789e-001
