   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33
          10 6.8849e-009 3.5575e-007 8.3197e-006 1.0228e-004 8.8482e-004 5.6612e-003 2.5493e-002 7.8931e-002 1.3900e-001 6.6564e-002 4.1826e-002 3.0833e-001 2.9830e-001 3.4422e-002 4.7146e-004 5.9233e-006 2.4109e-009 8.3773e-008 1.2232e-007 1.6325e-008 8.8511e-009 4.3868e-011 4.9538e-009 3.4202e-009 8.3595e-010 1.2783e-010 1.8405e-011 3.4103e-012 1.0512e-012 5.0923e-013 2.5159e-013 1.2600e-013 6.4774e-014 3.4389e-014
          11 2.6573e-009 6.6466e-008 2.1405e-006 2.9256e-005 2.6492e-004 1.8188e-003 9.4061e-003 3.4869e-002 8.9372e-002 1.2375e-001 3.3332e-002 7.2576e-002 2.5152e-001 3.3688e-001 4.5546e-002 6.0230e-004 1.1410e-005 5.6751e-008 1.7440e-008 1.7889e-007 1.4033e-008 3.1324e-008 1.6149e-008 3.5203e-011 4.2498e-009 3.6753e-009 1.6690e-009 6.5451e-010 3.1838e-010 2.2110e-010 1.5041e-010 9.8225e-011 6.1851e-011 3.7901e-011
          12 1.2135e-009 1.7520e-008 4.9926e-007 8.5440e-006 8.5150e-005 6.0012e-004 3.3879e-003 1.4343e-002 4.4835e-002 9.5387e-002 1.0164e-001 1.0896e-002 1.0262e-001 1.9421e-001 3.7247e-001 5.8774e-002 7.2679e-004 2.1328e-005 3.6828e-007 2.9029e-008 4.6680e-008 3.5512e-008 6.8040e-008 3.4428e-008 6.2740e-009 4.8233e-010 4.8032e-012 6.3461e-012 1.0421e-011 1.3030e-011 1.3195e-011 1.1348e-011 8.6113e-012 5.9620e-012
          13 4.2206e-010 1.1493e-008 1.3444e-007 2.5867e-006 2.8035e-005 2.0797e-004 1.2284e-003 5.7376e-003 2.0482e-002 5.4355e-002 9.5359e-002 7.5281e-002 6.8524e-004 1.2711e-001 1.3987e-001 4.0444e-001 7.4359e-002 8.2505e-004 3.4682e-005 2.1641e-006 4.5200e-008 1.4177e-007 2.5539e-009 7.8495e-009 5.3797e-008 4.7865e-008 2.4164e-008 1.0448e-008 5.4469e-009 4.0139e-009 2.8875e-009 1.9792e-009 1.2948e-009 8.1560e-010
          14 1.0994e-010 8.4098e-009 5.7848e-008 8.6451e-007 9.2379e-006 7.5386e-005 4.6118e-004 2.2998e-003 9.0118e-003 2.7524e-002 6.2038e-002 8.8386e-002 4.8081e-002 2.4587e-003 1.4223e-001 9.1071e-002 4.3214e-001 9.3180e-002 9.8798e-004 2.9645e-005 1.2786e-005 2.8520e-010 2.9675e-007 2.2479e-008 6.5759e-009 7.2982e-009 4.8994e-009 2.4736e-009 1.4006e-009 1.0962e-009 8.2945e-010 5.9188e-010 3.9892e-010 2.5654e-010
          15 4.0167e-011 3.5104e-009 3.1173e-008 3.1766e-007 3.2599e-006 2.8579e-005 1.7954e-004 9.4098e-004 3.9504e-003 1.3237e-002 3.4785e-002 6.6107e-002 7.4326e-002 2.3745e-002 1.4547e-002 1.4499e-001 4.9490e-002 4.5292e-001 1.1896e-001 1.6941e-003 5.8229e-007 4.1738e-005 1.0157e-006 1.8684e-007 1.0242e-008 3.5486e-009 1.0435e-008 1.0553e-008 8.2184e-009 7.9178e-009 7.0134e-009 5.6096e-009 4.0888e-009 2.7675e-009
          16 3.5300e-011 6.1697e-010 1.3963e-008 1.1839e-007 1.3053e-006 1.1337e-005 7.2344e-005 3.9235e-004 1.7481e-003 6.2482e-003 1.8107e-002 4.0748e-002 6.3958e-002 5.3656e-002 6.2348e-003 3.3681e-002 1.3271e-001 1.6202e-002 4.5668e-001 1.6397e-001 5.1913e-003 2.5374e-004 1.9345e-004 8.3614e-007 3.0320e-008 1.1562e-007 1.5943e-008 2.7791e-011 1.0114e-009 2.5838e-009 3.6152e-009 3.7142e-009 3.1260e-009 2.3011e-009
          17 3.3950e-011 2.2961e-011 4.4347e-009 4.0381e-008 5.2107e-007 4.2948e-006 2.8166e-005 1.5414e-004 7.1788e-004 2.7076e-003 8.3362e-003 2.0762e-002 3.9136e-002 4.8119e-002 2.5748e-002 6.8320e-005 4.9990e-002 9.3019e-002 1.7755e-004 3.7995e-001 2.5964e-001 3.9857e-002 1.4702e-002 9.3548e-003 4.6875e-003 2.6610e-003 8.1500e-005 3.0519e-005 8.2906e-006 3.1760e-006 1.1824e-006 4.4548e-007 1.7813e-007 7.7510e-008
          18 9.3042e-013 3.0712e-013 1.0438e-010 9.7497e-010 1.2854e-008 1.0521e-007 6.9419e-007 3.7972e-006 1.7768e-005 6.7496e-005 2.0927e-004 5.2693e-004 1.0127e-003 1.2923e-003 7.6330e-004 2.4152e-006 1.1363e-003 2.5521e-003 6.0111e-005 9.1619e-003 1.9150e-003 2.0103e-003 1.6057e-002 7.9116e-002 2.8746e-001 4.7824e-001 1.0530e-001 1.0033e-002 1.6307e-003 4.0360e-004 8.2584e-005 1.1154e-005 3.5561e-007 2.9728e-007
          19 1.5460e-012 7.7060e-014 1.3201e-010 1.3020e-009 1.7796e-008 1.4399e-007 9.6253e-007 5.2567e-006 2.4785e-005 9.5398e-005 2.9953e-004 7.6852e-004 1.5267e-003 2.0751e-003 1.4321e-003 6.9929e-005 1.2794e-003 4.0691e-003 8.4273e-004 9.9643e-003 6.7687e-004 2.5037e-002 6.2576e-002 1.2904e-001 1.1055e-001 2.8420e-002 5.5268e-001 2.1218e-002 1.6241e-002 1.0859e-002 6.5627e-003 3.7637e-003 2.1168e-003 1.1906e-003
          20 3.2804e-012 8.2037e-015 2.3297e-010 2.3985e-009 3.3497e-008 2.6920e-007 1.8189e-006 9.9175e-006 4.6974e-005 1.8247e-004 5.7798e-004 1.5015e-003 3.0481e-003 4.3154e-003 3.2721e-003 3.3081e-004 1.9721e-003 8.1707e-003 3.2876e-003 1.3488e-002 1.0101e-002 6.3871e-002 8.0666e-002 7.0279e-002 3.2802e-003 5.7986e-002 5.8210e-002 5.7358e-001 2.1466e-002 9.7314e-004 1.2091e-004 6.7826e-004 8.1788e-004 6.7304e-004
          21 3.4639e-012 2.8346e-015 2.2053e-010 2.3345e-009 3.2967e-008 2.6402e-007 1.7969e-006 9.7863e-006 4.6468e-005 1.8153e-004 5.7811e-004 1.5129e-003 3.1109e-003 4.5110e-003 3.6072e-003 4.9899e-004 1.6663e-003 8.2644e-003 4.4721e-003 9.9910e-003 1.7682e-002 6.1573e-002 4.4031e-002 1.2947e-002 7.3451e-003 2.0911e-002 1.9195e-002 2.4048e-001 4.5752e-001 4.3116e-002 2.0253e-002 6.4522e-003 2.2448e-003 9.0392e-004
          22 1.6341e-012 5.7932e-015 9.8755e-011 1.0600e-009 1.5040e-008 1.2027e-007 8.2162e-007 4.4721e-006 2.1258e-005 8.3277e-005 2.6591e-004 6.9838e-004 1.4449e-003 2.1192e-003 1.7373e-003 2.7383e-004 6.9836e-004 3.8084e-003 2.3370e-003 3.8542e-003 9.8917e-003 2.6473e-002 1.3036e-002 1.0158e-003 7.1961e-003 3.5932e-003 6.9815e-003 1.3039e-002 2.6641e-001 5.6112e-001 2.1125e-002 4.1339e-002 1.7065e-003 1.7884e-003
