   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33
          10 1.1755e-008 1.0283e-006 1.8734e-005 2.1695e-004 1.7522e-003 1.0010e-002 3.9079e-002 9.3333e-002 9.6308e-002 2.6120e-003 1.4517e-001 4.1655e-002 3.2142e-001 1.8562e-001 4.9340e-002 1.1058e-002 2.1702e-003 2.3546e-004 3.6435e-006 6.5351e-007 6.1991e-009 8.6706e-012 2.1682e-008 7.3907e-009 5.7557e-010 3.5969e-009 2.7046e-009 1.3290e-009 7.2426e-010 5.4506e-010 3.9602e-010 2.7222e-010 1.7794e-010 1.1187e-010
          11 3.7906e-009 3.2733e-007 6.3091e-006 7.2902e-005 6.0969e-004 3.7807e-003 1.6830e-002 5.0407e-002 8.5992e-002 4.6001e-002 1.0416e-002 1.5218e-001 2.2592e-003 1.9026e-001 2.5128e-001 1.2956e-001 4.7217e-002 1.1755e-002 1.2986e-003 1.0549e-005 3.9246e-006 3.8804e-008 7.3549e-009 3.9631e-008 4.6455e-008 1.4961e-008 3.3675e-009 8.0910e-010 2.8698e-010 1.5326e-010 8.1473e-011 4.2829e-011 2.2632e-011 1.2178e-011
          12 2.4486e-009 1.2713e-007 2.5879e-006 3.0390e-005 2.6113e-004 1.7002e-003 8.2480e-003 2.8394e-002 6.2922e-002 6.7669e-002 7.1899e-003 6.3363e-002 8.7126e-002 8.8507e-002 2.8107e-002 2.0008e-001 2.0764e-001 1.1283e-001 3.2729e-002 3.2231e-003 3.1522e-007 1.5480e-005 1.1244e-006 2.2600e-008 2.0731e-008 2.2553e-008 9.5130e-009 3.5220e-009 1.6741e-009 1.1531e-009 7.8554e-010 5.1701e-010 3.2887e-010 2.0342e-010
          13 2.3483e-009 6.0396e-008 1.1660e-006 1.4220e-005 1.2666e-004 8.5058e-004 4.3830e-003 1.6747e-002 4.4208e-002 6.8811e-002 3.6751e-002 4.6692e-003 1.1387e-001 7.3285e-003 1.5730e-001 1.2518e-002 8.0225e-002 2.1553e-001 1.7488e-001 5.7593e-002 4.1745e-003 9.2271e-005 1.8067e-005 8.7146e-006 2.2193e-006 3.0837e-007 1.9886e-008 7.4283e-011 6.5282e-010 1.7181e-009 2.3752e-009 2.4084e-009 2.0082e-009 1.4696e-009
          14 2.4121e-009 3.5006e-008 5.3448e-007 6.7328e-006 6.2338e-005 4.2939e-004 2.3108e-003 9.5616e-003 2.8719e-002 5.6604e-002 5.5854e-002 6.2841e-003 4.5626e-002 9.0075e-002 2.4093e-002 9.3475e-002 7.9108e-002 1.0429e-002 1.8248e-001 2.3062e-001 8.0707e-002 2.8489e-003 5.7346e-004 2.1662e-006 7.0041e-006 6.6181e-006 3.2700e-006 1.3977e-006 7.2511e-007 5.3290e-007 3.8273e-007 2.6212e-007 1.7141e-007 1.0796e-007
          15 2.3990e-009 2.4678e-008 2.6512e-007 3.2886e-006 3.1136e-005 2.2091e-004 1.2321e-003 5.4045e-003 1.7898e-002 4.1611e-002 5.7868e-002 2.8254e-002 3.5232e-003 9.0193e-002 1.9994e-002 9.3218e-002 1.3464e-002 1.0675e-001 2.4360e-003 1.4066e-001 2.8097e-001 9.4507e-002 3.5180e-004 1.2136e-003 1.9052e-004 1.5612e-005 3.7280e-007 6.8034e-008 1.8563e-007 2.6760e-007 2.9266e-007 2.6374e-007 2.0606e-007 1.4529e-007
          16 2.2585e-009 1.8695e-008 1.4714e-007 1.6784e-006 1.5782e-005 1.1592e-004 6.6884e-004 3.0608e-003 1.0905e-002 2.8627e-002 4.9706e-002 4.3173e-002 3.7352e-003 3.6914e-002 7.8626e-002 4.6988e-003 9.5703e-002 5.1388e-003 7.9187e-002 2.3471e-002 1.0931e-001 3.3450e-001 8.8928e-002 1.9140e-003 5.5815e-004 5.1790e-004 2.1530e-004 8.1742e-005 3.9554e-005 2.7566e-005 1.8914e-005 1.2485e-005 7.9425e-006 4.9077e-006
          17 2.0308e-009 1.3556e-008 8.9540e-008 8.9925e-007 8.2065e-006 6.2269e-005 3.7066e-004 1.7538e-003 6.6000e-003 1.8971e-002 3.8498e-002 4.6340e-002 1.8380e-002 4.6700e-003 7.2780e-002 2.1732e-002 5.1138e-002 3.9537e-002 3.8876e-002 3.5813e-002 4.3543e-002 9.8178e-002 3.9396e-001 5.3615e-002 1.3280e-002 7.6089e-004 5.1947e-007 2.3179e-005 2.8364e-005 3.2101e-005 3.0785e-005 2.5636e-005 1.9077e-005 1.3053e-005
          18 1.7523e-009 8.8643e-009 5.6350e-008 5.0146e-007 4.4343e-006 3.4350e-005 2.0947e-004 1.0204e-003 4.0054e-003 1.2319e-002 2.8007e-002 4.1691e-002 2.9560e-002 8.2788e-004 3.5000e-002 5.9842e-002 1.4560e-003 7.2027e-002 1.7271e-003 5.8144e-002 7.7929e-003 4.9028e-002 1.1664e-001 4.4352e-001 6.0152e-003 1.7146e-002 6.8775e-003 2.3853e-003 1.0794e-003 7.1048e-004 4.6224e-004 2.9153e-004 1.7898e-004 1.0780e-004
          19 1.4501e-009 5.1694e-009 3.4817e-008 2.8729e-007 2.5086e-006 1.9520e-005 1.2080e-004 6.0404e-004 2.4527e-003 7.9376e-003 1.9626e-002 3.3869e-002 3.3182e-002 8.2601e-003 8.8244e-003 5.8636e-002 1.3159e-002 3.3443e-002 3.9087e-002 8.9809e-003 4.7310e-002 1.0378e-005 3.8999e-002 1.8599e-001 4.0996e-001 2.3405e-002 8.0819e-005 1.2876e-003 1.2644e-003 1.2902e-003 1.1535e-003 9.1489e-004 6.5862e-004 4.4096e-004
          20 1.1509e-009 2.7420e-009 2.0661e-008 1.6792e-007 1.4864e-006 1.1465e-005 7.1434e-005 3.6518e-004 1.5247e-003 5.1330e-003 1.3508e-002 2.5924e-002 3.1250e-002 1.5347e-002 3.5578e-004 3.6404e-002 3.6209e-002 2.8899e-003 4.9807e-002 4.3365e-003 2.8795e-002 2.3802e-002 2.8360e-003 1.7612e-002 3.4107e-001 1.9791e-001 9.1442e-002 2.7319e-002 1.0786e-002 6.2467e-003 3.5726e-003 2.0013e-003 1.1134e-003 6.2267e-004
          21 8.6626e-010 1.3555e-009 1.1677e-008 9.8931e-008 9.0574e-007 6.8845e-006 4.2998e-005 2.2357e-004 9.5472e-004 3.3157e-003 9.1395e-003 1.8947e-002 2.6306e-002 1.8374e-002 9.8962e-004 1.6502e-002 4.0953e-002 2.4513e-003 2.8564e-002 2.3790e-002 3.4215e-003 3.1042e-002 6.6736e-003 6.8247e-003 2.2814e-007 5.3266e-001 1.1609e-003 2.1796e-002 1.9593e-002 1.8549e-002 1.5517e-002 1.1657e-002 8.0583e-003 5.2450e-003
          22 6.2385e-010 6.5602e-010 6.4392e-009 5.9241e-008 5.6536e-007 4.2379e-006 2.6510e-005 1.3947e-004 6.0600e-004 2.1566e-003 6.1535e-003 1.3489e-002 2.0669e-002 1.7869e-002 3.5722e-003 5.6999e-003 3.2605e-002 1.1569e-002 9.1004e-003 2.9745e-002 1.1304e-003 1.6208e-002 1.7959e-002 5.3450e-004 1.0379e-002 5.4519e-002 4.3836e-001 1.0414e-001 2.8065e-002 1.0307e-002 3.2213e-003 8.1001e-004 1.5288e-004 1.7223e-005
          23 4.2273e-010 3.1659e-010 3.4652e-009 3.5302e-008 3.5017e-007 2.5995e-006 1.6298e-005 8.6394e-005 3.8014e-004 1.3781e-003 4.0338e-003 9.2025e-003 1.5105e-002 1.4981e-002 5.0344e-003 1.3901e-003 2.1265e-002 1.6104e-002 1.1913e-003 2.2644e-002 6.8909e-003 4.3872e-003 1.6420e-002 5.6130e-003 1.1461e-004 2.4402e-002 2.7273e-001 5.9889e-002 7.6449e-002 7.0210e-002 5.3265e-002 3.5992e-002 2.2728e-002 1.3825e-002
          24 2.7772e-010 1.6034e-010 1.8979e-009 2.1373e-008 2.1848e-007 1.6135e-006 1.0146e-005 5.4024e-005 2.3978e-004 8.8103e-004 2.6263e-003 6.1602e-003 1.0597e-002 1.1494e-002 5.0677e-003 1.9040e-004 1.2718e-002 1.5207e-002 1.1073e-005 1.3820e-002 9.5977e-003 4.5552e-004 1.0339e-002 7.5759e-003 7.0194e-004 2.5008e-004 1.0028e-001 3.6961e-001 4.5783e-002 1.8212e-003 2.2018e-003 6.9311e-003 8.0110e-003 6.6607e-003
          25 1.8245e-010 8.7613e-011 1.0900e-009 1.3375e-008 1.3964e-007 1.0290e-006 6.4903e-006 3.4652e-005 1.5470e-004 5.7376e-004 1.7323e-003 4.1413e-003 7.3536e-003 8.4583e-003 4.3676e-003 9.1385e-007 7.5196e-003 1.2220e-002 5.0937e-004 7.8212e-003 9.0417e-003 2.0625e-005 5.6695e-003 6.7025e-003 1.6701e-003 3.6824e-006 6.1765e-004 3.3262e-001 1.0036e-001 1.1893e-001 6.3646e-002 2.6656e-002 1.0356e-002 4.0882e-003
          26 1.2467e-010 5.2657e-011 6.7505e-010 8.8800e-009 9.4071e-008 6.9289e-007 4.3822e-006 2.3437e-005 1.0504e-004 3.9219e-004 1.1949e-003 2.8951e-003 5.2550e-003 6.2913e-003 3.5910e-003 3.2234e-005 4.6535e-003 9.4332e-003 9.7240e-004 4.5032e-003 7.5267e-003 3.1848e-004 3.0701e-003 5.2333e-003 2.0229e-003 1.5296e-004 4.2749e-005 3.3543e-002 5.0403e-001 6.2756e-003 2.4532e-002 3.8796e-002 3.0546e-002 1.9670e-002
          27 8.6647e-011 3.3452e-011 4.3637e-010 6.0675e-009 6.4929e-008 4.7839e-007 3.0327e-006 1.6237e-005 7.2980e-005 2.7379e-004 8.3977e-004 2.0543e-003 3.7882e-003 4.6656e-003 2.8498e-003 7.9207e-005 2.9635e-003 7.0966e-003 1.1546e-003 2.6396e-003 5.8837e-003 5.7211e-004 1.6668e-003 3.8556e-003 1.9301e-003 3.0526e-004 1.1873e-006 1.2342e-003 1.7713e-001 4.1327e-001 7.7529e-002 3.2534e-003 1.0453e-003 3.5039e-003
          28 5.7791e-011 2.0983e-011 2.7630e-010 4.0073e-009 4.3177e-008 3.1832e-007 2.0217e-006 1.0833e-005 4.8783e-005 1.8364e-004 5.6595e-004 1.3940e-003 2.5994e-003 3.2657e-003 2.0887e-003 9.6354e-005 1.8397e-003 4.9857e-003 1.0608e-003 1.5117e-003 4.2144e-003 6.2456e-004 8.8099e-004 2.6264e-003 1.5514e-003 3.3824e-004 2.4760e-005 1.0004e-005 7.5065e-003 3.2415e-001 3.2162e-001 8.8292e-002 2.3675e-002 6.2416e-003
          29 3.3481e-011 1.1700e-011 1.5475e-010 2.3095e-009 2.4990e-008 1.8434e-007 1.1724e-006 6.2845e-006 2.8337e-005 1.0691e-004 3.3051e-004 8.1772e-004 1.5358e-003 1.9543e-003 1.2868e-003 7.7086e-005 1.0123e-003 2.9822e-003 7.4199e-004 7.7942e-004 2.5437e-003 4.7461e-004 4.2395e-004 1.5279e-003 9.9958e-004 2.5598e-004 2.9129e-005 2.3997e-006 4.0802e-004 3.1492e-003 4.0501e-001 3.7359e-001 3.7064e-002 1.9923e-002
