   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31
          10 1.6827e-008 1.9360e-008 3.0442e-007 3.6196e-007 6.6178e-009 8.2952e-006 5.2346e-005 1.4195e-004 8.6246e-006 8.4366e-003 9.8221e-001 8.6611e-003 2.7313e-004 3.0691e-005 7.7459e-005 5.1502e-005 2.7851e-005 9.6007e-006 3.0999e-006 8.3165e-007 5.9736e-008 2.9446e-008 1.1525e-007 1.3246e-007 1.0694e-007 7.9561e-008 6.3768e-008 5.0536e-008 3.8174e-008 2.6407e-008 1.5292e-008 5.1780e-009
          11 3.9005e-008 9.1207e-009 9.1461e-008 4.6876e-007 2.4402e-007 3.3399e-007 1.3772e-005 6.3320e-005 1.3504e-004 1.3498e-006 9.0014e-003 9.8147e-001 8.6572e-003 4.6868e-004 9.9391e-006 6.4441e-005 5.3857e-005 3.2557e-005 1.4491e-005 6.1596e-006 2.2582e-006 5.6938e-007 7.7445e-008 9.9990e-010 5.2968e-009 1.1514e-008 1.4532e-008 1.4935e-008 1.3272e-008 1.0171e-008 6.2561e-009 2.1781e-009
          12 2.1609e-008 4.2552e-008 3.1768e-010 2.7088e-007 5.5769e-007 3.7188e-008 1.3390e-006 1.9261e-005 7.0999e-005 1.2076e-004 3.5337e-005 9.1711e-003 9.8152e-001 8.1596e-003 7.2139e-004 1.3297e-007 4.7337e-005 5.2492e-005 3.5831e-005 1.8816e-005 9.6902e-006 4.6058e-006 1.8672e-006 6.6680e-007 2.2434e-007 8.3702e-008 3.6999e-008 1.7063e-008 7.9473e-009 3.6726e-009 1.5878e-009 4.6102e-010
          13 2.1870e-009 2.5433e-008 1.2331e-008 3.2095e-008 3.8267e-007 4.6774e-007 4.4371e-008 3.8171e-006 2.7186e-005 7.6953e-005 9.9319e-005 1.3198e-004 8.8305e-003 9.8249e-001 7.1423e-003 1.0313e-003 6.5967e-006 2.7830e-005 4.3794e-005 4.0020e-005 2.2236e-005 1.2109e-005 7.0640e-006 3.8102e-006 1.8295e-006 9.1658e-007 5.3455e-007 3.2658e-007 2.0111e-007 1.1984e-007 6.3043e-008 2.0373e-008
          14 4.9118e-010 5.5867e-009 1.4764e-008 3.3668e-010 1.1801e-007 5.1160e-007 2.5156e-007 3.3769e-007 6.2762e-006 3.4547e-005 8.1141e-005 7.2265e-005 3.1582e-004 7.9070e-003 9.8451e-001 5.4376e-003 1.4558e-003 2.7082e-005 1.1250e-005 3.0769e-005 3.5566e-005 2.4879e-005 1.5743e-005 9.5229e-006 5.2148e-006 2.9116e-006 1.8514e-006 1.2133e-006 7.8962e-007 4.9014e-007 2.6479e-007 8.6695e-008
          15 1.6709e-009 9.7701e-010 1.3049e-008 3.5653e-009 2.8332e-008 2.2740e-007 5.1364e-007 4.5747e-008 1.5204e-006 1.0147e-005 4.0035e-005 8.0483e-005 4.0563e-005 6.1799e-004 6.1669e-003 9.8788e-001 2.8955e-003 2.0680e-003 6.8372e-005 2.2844e-006 1.8181e-005 2.7805e-005 2.1551e-005 1.4668e-005 9.4785e-006 6.1252e-006 4.3521e-006 3.0937e-006 2.1305e-006 1.3722e-006 7.5764e-007 2.5055e-007
          16 1.1150e-009 4.7928e-010 1.2741e-008 5.9326e-009 4.6528e-009 9.2748e-008 3.1224e-007 2.6268e-007 3.6446e-008 3.3950e-006 1.5916e-005 4.6222e-005 7.3666e-005 1.3079e-005 1.1273e-003 3.3869e-003 9.9168e-001 5.2444e-004 2.8796e-003 1.2257e-004 9.0734e-007 7.0150e-006 1.7065e-005 1.5741e-005 1.1281e-005 7.8196e-006 5.9007e-006 4.4157e-006 3.1683e-006 2.1030e-006 1.1839e-006 3.9523e-007
          17 6.0650e-010 2.1930e-010 9.7182e-009 1.2616e-008 4.7128e-010 4.4628e-008 1.7196e-007 3.2473e-007 1.2415e-007 4.8925e-007 5.7829e-006 2.0474e-005 5.1825e-005 5.7087e-005 2.4145e-008 1.9229e-003 6.2920e-004 9.9209e-001 6.1116e-004 4.3092e-003 1.7997e-004 8.8885e-006 3.4597e-007 6.9680e-006 7.6622e-006 5.8722e-006 4.7094e-006 3.7381e-006 2.8308e-006 1.9616e-006 1.1368e-006 3.8496e-007
          18 5.3144e-010 5.3592e-012 4.3502e-009 1.8286e-008 8.8620e-009 1.3442e-008 1.1760e-007 2.8962e-007 2.0226e-007 1.0111e-011 1.5289e-006 9.4618e-006 2.4777e-005 5.2917e-005 3.8479e-005 3.1958e-005 2.8351e-003 7.8747e-004 9.7945e-001 9.5096e-003 6.9123e-003 2.2519e-004 2.2501e-005 2.1698e-006 2.8344e-007 1.2022e-006 1.5344e-006 1.5269e-006 1.3253e-006 1.0021e-006 6.1211e-007 2.1247e-007
          19 6.5723e-010 5.2492e-010 7.9276e-010 1.5949e-008 1.6158e-008 3.0030e-010 6.9865e-008 2.0718e-007 1.9548e-007 5.2641e-008 2.8642e-007 3.5949e-006 1.3109e-005 2.9671e-005 4.3697e-005 1.7461e-005 2.0313e-004 3.4631e-003 1.2295e-002 9.3134e-001 3.9951e-002 1.2233e-002 2.9057e-004 2.7327e-005 9.4323e-006 1.6247e-006 1.5633e-007 1.0763e-010 3.3252e-008 5.4988e-008 4.5838e-008 1.7976e-008
          20 7.6284e-010 1.4446e-009 2.4938e-012 9.1963e-009 1.5609e-008 2.8128e-009 2.7700e-008 1.2396e-007 1.9390e-007 8.7729e-008 2.5610e-008 1.1579e-006 6.5035e-006 1.7264e-005 2.9839e-005 3.3657e-005 1.6746e-008 7.1396e-004 2.3897e-003 5.0931e-002 8.1620e-001 1.0698e-001 2.2039e-002 5.5339e-004 1.9606e-005 6.4427e-006 3.6632e-006 2.1898e-006 1.2981e-006 7.3649e-007 3.6998e-007 1.1631e-007
          21 7.4222e-010 2.0197e-009 3.7276e-010 3.8784e-009 1.1325e-008 7.5257e-009 6.2652e-009 6.7581e-008 1.7998e-007 1.1415e-007 2.3670e-009 3.6826e-007 2.9625e-006 9.9771e-006 2.0613e-005 2.7080e-005 1.5656e-005 5.6856e-005 1.5917e-003 3.7267e-005 1.2678e-001 6.2690e-001 2.1003e-001 3.1797e-002 2.5314e-003 1.3840e-004 1.0098e-005 8.8150e-007 1.2941e-007 5.1616e-008 3.2687e-008 1.2647e-008
          22 6.3194e-010 2.1188e-009 7.8110e-010 1.2214e-009 7.3668e-009 9.2019e-009 3.0762e-010 3.6331e-008 1.4993e-007 1.3575e-007 2.9326e-008 1.1576e-007 1.3864e-006 5.5386e-006 1.4411e-005 2.0524e-005 2.0017e-005 2.5004e-008 4.0678e-004 1.7777e-003 6.5354e-003 2.0934e-001 4.2868e-001 3.1960e-001 2.1180e-002 9.3380e-003 2.3215e-003 5.3900e-004 1.2607e-004 3.1086e-005 8.1886e-006 1.7977e-006
          23 4.8167e-010 1.8874e-009 9.5277e-010 2.3206e-010 4.5944e-009 8.4646e-009 4.0913e-010 1.9602e-008 1.1235e-007 1.4249e-007 5.7683e-008 2.8771e-008 6.9294e-007 3.0576e-006 9.5893e-006 1.5719e-005 1.7583e-005 6.9560e-006 6.2616e-005 1.1414e-003 1.4441e-004 3.7845e-002 2.2939e-001 3.1656e-001 3.9362e-001 7.4519e-005 7.2644e-003 6.0539e-003 3.2844e-003 1.5808e-003 6.9170e-004 2.0182e-004
          24 3.3073e-010 1.4923e-009 9.1441e-010 5.3680e-012 2.8209e-009 6.7040e-009 1.5709e-009 1.0560e-008 7.6867e-008 1.3084e-007 7.2650e-008 2.7459e-009 3.6036e-007 1.7444e-006 6.0543e-006 1.1629e-005 1.4614e-005 1.0371e-005 4.1272e-006 4.3048e-004 1.0566e-003 3.4180e-003 8.0588e-002 1.6716e-001 3.5126e-001 3.3854e-001 4.1055e-002 1.1556e-003 5.2867e-004 1.3159e-003 1.0453e-003 3.8641e-004
          25 2.0615e-010 1.0710e-009 7.5681e-010 2.5731e-011 1.7255e-009 4.8363e-009 2.1407e-009 5.6411e-009 4.8996e-008 1.0631e-007 7.2382e-008 6.0191e-010 1.8678e-007 1.0381e-006 3.7066e-006 8.1471e-006 1.1596e-005 1.0064e-005 1.6172e-007 1.3326e-004 8.7153e-004 4.0189e-006 2.0904e-002 9.2452e-002 6.9682e-002 5.1577e-001 1.8160e-001 7.7463e-002 2.2154e-002 5.6849e-003 1.3742e-003 2.7057e-004
          26 1.1675e-010 6.9802e-010 5.5217e-010 6.8517e-011 1.0352e-009 3.2123e-009 1.9865e-009 2.9376e-009 2.9234e-008 7.6495e-008 6.0209e-008 4.3839e-009 9.2853e-008 6.2138e-007 2.2002e-006 5.3241e-006 8.3982e-006 8.1107e-006 1.5775e-006 3.8103e-005 4.7877e-004 2.4583e-004 4.4361e-003 3.8485e-002 6.1518e-002 1.1560e-002 6.7519e-001 8.1583e-002 5.1154e-002 2.6991e-002 1.1977e-002 3.4462e-003
          27 5.8616e-011 3.9702e-010 3.4187e-010 7.0720e-011 5.7102e-010 1.8776e-009 1.3906e-009 1.4241e-009 1.5713e-008 4.6786e-008 4.0684e-008 5.8582e-009 4.2461e-008 3.4383e-007 1.1994e-006 3.0799e-006 5.1960e-006 5.3686e-006 1.8464e-006 1.0561e-005 2.2214e-004 3.0129e-004 8.3132e-004 1.4130e-002 3.1822e-002 2.3039e-002 7.3936e-004 7.5675e-001 8.8719e-002 1.4113e-002 1.0296e-002 3.6013e-003
          28 2.3314e-011 1.7187e-010 1.5582e-010 4.0213e-011 2.4577e-010 8.3124e-010 6.7122e-010 5.6122e-010 6.6080e-009 2.1149e-008 1.9464e-008 3.7161e-009 1.5953e-008 1.4818e-007 5.1212e-007 1.3555e-006 2.3672e-006 2.5391e-006 1.0799e-006 2.7810e-006 8.3695e-005 1.6452e-004 1.4791e-004 4.5803e-003 1.2138e-002 1.2154e-002 2.1921e-003 9.4265e-003 6.1493e-001 3.0482e-001 4.1211e-003 6.3959e-004
          29 5.8449e-012 4.4629e-011 4.1291e-011 1.1474e-011 6.3835e-011 2.1803e-010 1.8139e-010 1.4054e-010 1.6986e-009 5.5852e-009 5.2516e-009 1.1006e-009 3.9094e-009 3.8488e-008 1.3259e-007 3.5472e-007 6.2707e-007 6.8208e-007 3.1039e-007 5.8376e-007 2.0545e-005 4.5609e-005 2.4957e-005 1.0579e-003 2.9819e-003 3.2462e-003 9.4738e-004 6.1318e-004 6.4544e-002 9.5058e-002 5.7799e-001 2.4045e-001
